marker	chr	pos	trait	lod	threshold	iteration	var_exp	eff_size	ci_l_marker	ci_l_pos	ci_r_marker	ci_r_pos
CE6-203	X	14271457	.mean.TOF	0.193047371197238	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-204	X	14364921	.mean.TOF	0.205645866302493	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1397	X	14365344	.mean.TOF	0.205645866302493	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1429	X	14437157	.mean.TOF	0.156209012981884	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-205	X	14451350	.mean.TOF	0.145774544344953	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1456	X	14542184	.mean.TOF	0.198530966658436	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-206	X	14547285	.mean.TOF	0.208369932991081	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1468	X	14600541	.mean.TOF	0.223608265582444	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-207	X	14636485	.mean.TOF	0.194863393035179	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-219	X	14679068	.mean.TOF	0.194863393035179	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-208	X	14739716	.mean.TOF	0.154984941730668	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1490	X	14740428	.mean.TOF	0.154984941730668	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-209	X	14791232	.mean.TOF	0.0732930409614623	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-210	X	14888501	.mean.TOF	0.199564256271509	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1507	X	14961483	.mean.TOF	0.328483413526189	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1508	X	14961898	.mean.TOF	0.328483413526189	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1516	X	15074697	.mean.TOF	0.398100142936815	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-230	X	15137708	.mean.TOF	0.250174910581671	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1520	X	15138179	.mean.TOF	0.250174910581671	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1528	X	15196877	.mean.TOF	0.211439611541879	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-231	X	15252326	.mean.TOF	0.0997677245208263	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1548	X	15330819	.mean.TOF	0.0602050336413197	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-5	X	15366199	.mean.TOF	0.0602050336413197	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1556	X	15500661	.mean.TOF	0.0411258400957909	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1557	X	15500794	.mean.TOF	0.0411258400957909	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-232	X	15560939	.mean.TOF	0.106304326226663	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1565	X	15563674	.mean.TOF	0.071276788813767	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1580	X	15659029	.mean.TOF	0.042958411004864	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1585	X	15697792	.mean.TOF	0.0141273333348326	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1590	X	15820602	.mean.TOF	0.00148368267818175	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-233	X	15842431	.mean.TOF	6.50854844882249e-05	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1606	X	16035642	.mean.TOF	0.0226923488108243	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1607	X	16072927	.mean.TOF	0.0054852563716232	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1612	X	16203779	.mean.TOF	0.051185919954565	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-236	X	16227222	.mean.TOF	0.0636484376172402	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-237	X	16327359	.mean.TOF	0.0801813472624535	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1621	X	16505945	.mean.TOF	0.0544140848170681	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1624	X	16596182	.mean.TOF	0.0544140848170681	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1628	X	16641522	.mean.TOF	0.0278326297635303	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-239	X	16892140	.mean.TOF	0.029211550770424	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1639	X	16916949	.mean.TOF	0.029211550770424	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-240	X	17034327	.mean.TOF	0.029211550770424	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-241	X	17215840	.mean.TOF	0.029211550770424	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-242	X	17339609	.mean.TOF	0.029211550770424	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE6-1649	X	17474961	.mean.TOF	0.029211550770424	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-243	X	17498532	.mean.TOF	0.029211550770424	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE6-244	X	17618953	.mean.TOF	0.029211550770424	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-105	I	39041	.norm.n	0.121233091139561	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-501	I	55881	.norm.n	0.121233091139561	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-1	I	134126	.norm.n	0.121233091139561	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-515	I	183575	.norm.n	0.121233091139561	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-526	I	303835	.norm.n	0.121233091139561	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-106	I	470143	.norm.n	0.184125398113787	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-542	I	491763	.norm.n	0.184125398113787	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-107	I	562689	.norm.n	0.184125398113787	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-557	I	637474	.norm.n	0.184125398113787	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-574	I	796692	.norm.n	0.0845908522076052	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-27	I	825026	.norm.n	0.194691175522734	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-159	I	884389	.norm.n	0.162767007371245	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-101	I	984038	.norm.n	0.416303506236702	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-244	I	990149	.norm.n	0.416303506236702	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-102	I	1079163	.norm.n	0.16810294911922	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-103	I	1130936	.norm.n	0.129264493670302	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-249	I	1265968	.norm.n	0.201572527516462	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-104	I	1272590	.norm.n	0.350549483241877	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-250	I	1433303	.norm.n	0.331475498142094	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-237	I	1451409	.norm.n	0.293827917560252	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-108	I	1452096	.norm.n	0.293827917560252	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-252	I	1563140	.norm.n	0.329910855969119	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-172	I	1644596	.norm.n	0.113983777284574	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-610	I	1644910	.norm.n	0.113983777284574	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-616	I	1661176	.norm.n	0.113983777284574	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-620	I	1823873	.norm.n	0.00185972990433912	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-624	I	2068166	.norm.n	7.30776492845435e-06	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-628	I	2162879	.norm.n	0.0103293740866532	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-242	I	2310074	.norm.n	0.00765196838654666	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-240	I	2318112	.norm.n	0.00765196838654666	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-238	I	2318439	.norm.n	0.00765196838654666	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-253	I	2448168	.norm.n	0.0386310063699494	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-652	I	2448380	.norm.n	0.0386310063699494	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-667	I	2538741	.norm.n	0.194543841636553	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-682	I	2590695	.norm.n	0.0176108088131668	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-686	I	2653235	.norm.n	0.0414872088507379	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-694	I	2751594	.norm.n	0.000210559848452364	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-746	I	2837731	.norm.n	0.000747222029603933	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-152	I	2852466	.norm.n	0.000121468120089612	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-110	I	2949030	.norm.n	0.000165235022084557	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-131	I	3100226	.norm.n	0.0058319419381978	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-2	I	3123825	.norm.n	0.0730175500051515	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-132	I	3180958	.norm.n	0.159558926224	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-762	I	3260998	.norm.n	0.263065647777765	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-161	I	3273271	.norm.n	0.263065647777765	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-133	I	3368660	.norm.n	0.306282041328018	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-772	I	3433602	.norm.n	0.212725429248555	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-134	I	3445312	.norm.n	0.212725429248555	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-135	I	3502473	.norm.n	0.38544217837446	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-777	I	3560132	.norm.n	0.474822845839386	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-136	I	3573191	.norm.n	0.433473642161707	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-254	I	3674998	.norm.n	0.173591153703517	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-789	I	3684806	.norm.n	0.173591153703517	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-150	I	3806107	.norm.n	0.182410224856363	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-796	I	3871122	.norm.n	0.0726077612474157	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-797	I	3890033	.norm.n	0.0726077612474157	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-137	I	3989629	.norm.n	0.110122015918398	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-146	I	4078433	.norm.n	0.268181806527407	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-138	I	4175487	.norm.n	0.170196181736601	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-122	I	4237066	.norm.n	0.170196181736601	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-123	I	4338252	.norm.n	0.251740012896065	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-829	I	4436682	.norm.n	0.184363427425811	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-835	I	4516442	.norm.n	0.289681098843707	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-124	I	4533146	.norm.n	0.289681098843707	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-228	I	4590527	.norm.n	0.100343052726557	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-848	I	4651938	.norm.n	0.0234241455018043	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-855	I	4696914	.norm.n	0.0234241455018043	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-125	I	4845514	.norm.n	0.0574624396103205	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-863	I	4976879	.norm.n	0.086896541176394	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-864	I	4977200	.norm.n	0.112031797710941	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-869	I	5052407	.norm.n	0.112031797710941	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-151	I	5083458	.norm.n	0.160302524727247	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-871	I	5196015	.norm.n	0.158374733868536	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-875	I	5428703	.norm.n	0.428754251409402	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-256	I	5521984	.norm.n	0.475031396007444	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-127	I	5626781	.norm.n	0.620620170126666	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-887	I	5683303	.norm.n	0.879749916933557	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-128	I	5715297	.norm.n	0.809583899558408	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-19	I	5756860	.norm.n	0.809583899558408	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-130	I	5885306	.norm.n	0.809583899558408	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-163	I	6070814	.norm.n	0.653924586256246	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-145	I	6166275	.norm.n	0.653924586256246	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-173	I	6256994	.norm.n	0.653924586256246	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-112	I	6351803	.norm.n	0.653924586256246	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-906	I	6385320	.norm.n	0.653924586256246	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-144	I	6593042	.norm.n	0.63947756648994	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-113	I	6651082	.norm.n	0.63947756648994	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-257	I	6724980	.norm.n	0.539155573739345	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-171	I	6795673	.norm.n	0.635712463424406	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-165	I	7057032	.norm.n	0.645897529266488	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-114	I	7118752	.norm.n	0.645897529266488	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-924	I	7254665	.norm.n	0.616467665616405	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-166	I	7273652	.norm.n	0.616467665616405	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-28	I	7410355	.norm.n	0.649685599899997	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-115	I	7436829	.norm.n	0.589212834773745	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-927	I	7478907	.norm.n	0.707766674318064	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-160	I	7492498	.norm.n	0.707766674318064	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-116	I	7581805	.norm.n	0.707766674318064	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-935	I	7628157	.norm.n	0.786604598894958	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-117	I	7677536	.norm.n	0.786604598894958	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-941	I	7759537	.norm.n	0.855325755332323	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-118	I	7833563	.norm.n	0.855325755332323	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-24	I	7886023	.norm.n	0.944381140293851	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-149	I	7899299	.norm.n	0.944381140293851	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-233	I	7916198	.norm.n	0.944381140293851	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-232	I	7917218	.norm.n	0.944381140293851	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-231	I	7918001	.norm.n	0.944381140293851	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-234	I	7934585	.norm.n	0.806547178835887	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-236	I	7937798	.norm.n	0.806547178835887	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-235	I	7938296	.norm.n	0.806547178835887	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-119	I	7997352	.norm.n	0.746452256077495	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-955	I	8069196	.norm.n	0.772887750187387	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-120	I	8083413	.norm.n	0.772887750187387	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-153	I	8158564	.norm.n	0.772887750187387	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-967	I	8203505	.norm.n	0.772887750187387	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-17	I	8278637	.norm.n	0.772887750187387	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-170	I	8292948	.norm.n	0.772887750187387	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-139	I	8361431	.norm.n	0.906712975937505	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-972	I	8455570	.norm.n	0.906712975937505	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-977	I	8540004	.norm.n	1.14816260030923	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-154	I	8550716	.norm.n	1.14816260030923	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-158	I	8642739	.norm.n	1.14816260030923	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-21	I	8646304	.norm.n	1.14816260030923	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-987	I	8730375	.norm.n	1.14816260030923	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-157	I	8828155	.norm.n	1.13879983952357	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-997	I	8842911	.norm.n	1.13879983952357	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-162	I	8920670	.norm.n	1.13879983952357	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-140	I	9026464	.norm.n	1.13879983952357	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1010	I	9101085	.norm.n	1.13879983952357	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1013	I	9126239	.norm.n	1.13879983952357	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-141	I	9190202	.norm.n	1.36299442464886	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-142	I	9279944	.norm.n	1.36299442464886	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-143	I	9372163	.norm.n	1.36299442464886	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-176	I	9471290	.norm.n	1.40769475129392	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-177	I	9561574	.norm.n	1.4781547393684	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-8	I	9603896	.norm.n	1.4781547393684	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1038	I	9657799	.norm.n	1.4781547393684	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-179	I	9743549	.norm.n	1.4781547393684	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-20	I	9759703	.norm.n	1.4781547393684	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-180	I	9838710	.norm.n	1.33048760811853	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1050	I	9882159	.norm.n	1.33048760811853	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-181	I	9899728	.norm.n	1.27825372522575	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-182	I	9958073	.norm.n	1.44740364415364	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-183	I	10069741	.norm.n	1.55614831138261	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-184	I	10163992	.norm.n	1.3527178565333	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-3	I	10170689	.norm.n	1.16824552642098	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-14	I	10238046	.norm.n	1.16824552642098	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1068	I	10331101	.norm.n	1.52649170214842	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-185	I	10366104	.norm.n	1.52649170214842	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1075	I	10427208	.norm.n	1.67060111342825	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-187	I	10533236	.norm.n	1.71509397118944	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1079	I	10535281	.norm.n	1.71509397118944	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-188	I	10614690	.norm.n	1.7809461205285	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-247	I	10722158	.norm.n	0.933784747443804	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1091	I	10722400	.norm.n	0.933784747443804	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-190	I	10793142	.norm.n	0.884973072549314	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-191	I	10924244	.norm.n	0.310866172559005	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-192	I	11077240	.norm.n	0.035658878130792	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1139	I	11133785	.norm.n	0.0120333134523252	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-194	I	11263149	.norm.n	0.00372894870353788	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-26	I	11283523	.norm.n	0.00372894870353788	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-195	I	11330012	.norm.n	0.000128772521526389	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-196	I	11415252	.norm.n	0.0220467683318815	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-197	I	11494140	.norm.n	0.0419155290789428	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1167	I	11600964	.norm.n	0.0147768262400984	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-199	I	11648488	.norm.n	0.00430556689911819	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1174	I	11648672	.norm.n	0.00430556689911819	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1186	I	11722293	.norm.n	0.00206809237863213	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-200	I	11737892	.norm.n	0.000191755615745188	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-201	I	11805363	.norm.n	0.000612396717421109	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-202	I	11875873	.norm.n	0.0862074319250646	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1206	I	11912204	.norm.n	0.0862074319250646	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-203	I	11956752	.norm.n	0.0333771024347402	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1215	I	12080473	.norm.n	0.00990563068945021	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1253	I	12166168	.norm.n	0.0135298897301935	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1260	I	12205651	.norm.n	0.0419077676026524	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1284	I	12334129	.norm.n	0.119858753160311	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-18	I	12365039	.norm.n	0.165636701562681	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-7	I	12433096	.norm.n	0.270489612931405	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1308	I	12456612	.norm.n	0.270489612931405	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1312	I	12498918	.norm.n	0.327505381397597	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-207	I	12567424	.norm.n	0.353497302065559	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1333	I	12612109	.norm.n	0.458738304809244	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-208	I	12654702	.norm.n	0.415988318536012	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1352	I	12655003	.norm.n	0.415988318536012	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1361	I	12729824	.norm.n	0.533120830940411	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-209	I	12738906	.norm.n	0.533120830940411	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1389	I	12873388	.norm.n	1.20262157530486	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-210	I	12936946	.norm.n	1.18969339603995	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1392	I	12967087	.norm.n	1.12389457575452	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1400	I	13140506	.norm.n	1.23874056428558	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1415	I	13219648	.norm.n	0.968820192803019	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-213	I	13294213	.norm.n	0.988915877766053	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1426	I	13375914	.norm.n	0.729724293031894	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1433	I	13424265	.norm.n	0.720564978555529	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1448	I	13713134	.norm.n	0.533930457596341	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-10	I	13727565	.norm.n	0.533930457596341	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-217	I	13845130	.norm.n	0.6065394624423	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-248	I	13850057	.norm.n	0.6065394624423	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-218	I	13938775	.norm.n	0.306451124032695	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-219	I	14026319	.norm.n	0.442122140364607	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-220	I	14113178	.norm.n	0.636101164791803	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1512	I	14155589	.norm.n	0.619105141504628	3.01329865066461	1	NA	NA	NA	NA	NA	NA
CE1-221	I	14189381	.norm.n	0.503175524632612	3.01329865066461	1	NA	NA	NA	NA	NA	NA
UCE1-1518	I	14266541	.norm.n	0.542845249481766	3.01329865066461	1	NA	NA	NA	NA	NA	NA
