Population	WindowPosition	statistic	value	f_stats
A	3539974	Tajima.D	-1.385244833978	Tajima's D
A	3539978	Tajima.D	-1.385244833978	Tajima's D
A	3540022	Tajima.D	-1.385244833978	Tajima's D
A	3540145	Tajima.D	-1.38058363446925	Tajima's D
A	3540187	Tajima.D	-1.38058363446925	Tajima's D
A	3540339	Tajima.D	-1.40064207497821	Tajima's D
A	3540348	Tajima.D	-1.40064207497821	Tajima's D
A	3540373	Tajima.D	-1.40064207497821	Tajima's D
A	3540426	Tajima.D	-1.47365479843081	Tajima's D
A	3540486	Tajima.D	-1.47053459657387	Tajima's D
A	3540491	Tajima.D	-1.48803319800835	Tajima's D
A	3540492	Tajima.D	-1.55302254525737	Tajima's D
A	3540493	Tajima.D	-1.61131301015229	Tajima's D
A	3540546	Tajima.D	-1.57235506125267	Tajima's D
A	3540556	Tajima.D	-1.57235506125267	Tajima's D
A	3540592	Tajima.D	-1.57235506125267	Tajima's D
A	3540642	Tajima.D	-1.57235506125267	Tajima's D
A	3540701	Tajima.D	-1.57235506125267	Tajima's D
A	3540710	Tajima.D	-1.57235506125267	Tajima's D
A	3540834	Tajima.D	-1.60257644495283	Tajima's D
A	3540837	Tajima.D	-1.60100997626546	Tajima's D
A	3540972	Tajima.D	-1.55760733165941	Tajima's D
A	3540997	Tajima.D	-1.48302813951944	Tajima's D
A	3541064	Tajima.D	-1.48146167083208	Tajima's D
A	3541427	Tajima.D	-1.48146167083208	Tajima's D
A	3541441	Tajima.D	-1.44738142524353	Tajima's D
A	3541690	Tajima.D	-1.43374168569744	Tajima's D
A	3541905	Tajima.D	-1.48431442681557	Tajima's D
A	3541912	Tajima.D	-1.48431442681557	Tajima's D
A	3541949	Tajima.D	-1.49201941507457	Tajima's D
A	3542061	Tajima.D	-1.53106651259867	Tajima's D
A	3542121	Tajima.D	-1.53106651259867	Tajima's D
A	3542355	Tajima.D	-1.47995092003501	Tajima's D
A	3542602	Tajima.D	-1.47838445134765	Tajima's D
A	3542629	Tajima.D	-1.45391952168561	Tajima's D
A	3542682	Tajima.D	-1.44471174232817	Tajima's D
A	3542688	Tajima.D	-1.45090120397093	Tajima's D
A	3542691	Tajima.D	-1.41938079745686	Tajima's D
A	3542702	Tajima.D	-1.41938079745686	Tajima's D
A	3542724	Tajima.D	-1.39722099651363	Tajima's D
A	3542725	Tajima.D	-1.39103153487086	Tajima's D
A	3542735	Tajima.D	-1.39561632127291	Tajima's D
A	3542815	Tajima.D	-1.40332130953191	Tajima's D
A	3542817	Tajima.D	-1.40483683614814	Tajima's D
A	3542823	Tajima.D	-1.41381537618548	Tajima's D
A	3542859	Tajima.D	-1.41685916493573	Tajima's D
A	3542952	Tajima.D	-1.42456415319473	Tajima's D
A	3543001	Tajima.D	-1.42760794194497	Tajima's D
A	3543029	Tajima.D	-1.34036964512824	Tajima's D
A	3543040	Tajima.D	-1.34807463338724	Tajima's D
A	3543130	Tajima.D	-1.34497990256585	Tajima's D
A	3543147	Tajima.D	-1.34497990256585	Tajima's D
A	3543173	Tajima.D	-1.26501358640348	Tajima's D
A	3543297	Tajima.D	-1.26035238689473	Tajima's D
A	3543302	Tajima.D	-1.25878591820737	Tajima's D
A	3543308	Tajima.D	-1.25721944952	Tajima's D
A	3543450	Tajima.D	-1.33179864165997	Tajima's D
A	3543583	Tajima.D	-1.32867843980302	Tajima's D
A	3543901	Tajima.D	-1.33788621916046	Tajima's D
A	3543977	Tajima.D	-1.34397379666096	Tajima's D
A	3544745	Tajima.D	-1.41293662545842	Tajima's D
A	3545164	Tajima.D	-1.42406746800117	Tajima's D
A	3545236	Tajima.D	-1.42406746800117	Tajima's D
A	3545237	Tajima.D	-1.41485968864373	Tajima's D
A	3545245	Tajima.D	-1.44401128885008	Tajima's D
A	3545253	Tajima.D	-1.44244482016271	Tajima's D
A	3545299	Tajima.D	-1.47530245604405	Tajima's D
A	3545649	Tajima.D	-1.47686892473142	Tajima's D
A	3545778	Tajima.D	-1.48305838637418	Tajima's D
A	3545885	Tajima.D	-1.56921416417932	Tajima's D
A	3546007	Tajima.D	-1.56455296467057	Tajima's D
A	3546162	Tajima.D	-1.57074242631333	Tajima's D
A	3546395	Tajima.D	-1.47916131793244	Tajima's D
A	3546495	Tajima.D	-1.46552157838635	Tajima's D
A	3546512	Tajima.D	-1.46552157838635	Tajima's D
A	3546565	Tajima.D	-1.4608603788776	Tajima's D
A	3546575	Tajima.D	-1.47006815823505	Tajima's D
A	3546666	Tajima.D	-1.38391238042991	Tajima's D
A	3546674	Tajima.D	-1.38234591174254	Tajima's D
A	3546687	Tajima.D	-1.30211214970671	Tajima's D
A	3546723	Tajima.D	-1.30211214970671	Tajima's D
A	3546755	Tajima.D	-1.39369325808761	Tajima's D
A	3546791	Tajima.D	-1.39213952491802	Tajima's D
A	3546908	Tajima.D	-1.38759294506933	Tajima's D
A	3546927	Tajima.D	-1.30403521289202	Tajima's D
A	3547003	Tajima.D	-1.26810831722486	Tajima's D
A	3547011	Tajima.D	-1.26046700655478	Tajima's D
A	3547036	Tajima.D	-1.26046700655478	Tajima's D
A	3547176	Tajima.D	-1.26046700655478	Tajima's D
A	3547199	Tajima.D	-1.25734680469783	Tajima's D
A	3547203	Tajima.D	-1.17066887066357	Tajima's D
A	3547216	Tajima.D	-1.08555740531668	Tajima's D
A	3547241	Tajima.D	-1.1570163955997	Tajima's D
A	3547673	Tajima.D	-1.13781123478223	Tajima's D
A	3547717	Tajima.D	-1.13781123478223	Tajima's D
A	3547733	Tajima.D	-1.22939234316313	Tajima's D
A	3547738	Tajima.D	-1.23401533611853	Tajima's D
A	3547891	Tajima.D	-1.15561548864352	Tajima's D
A	3547907	Tajima.D	-1.15259717092884	Tajima's D
A	3547920	Tajima.D	-1.15259717092884	Tajima's D
A	3548098	Tajima.D	-1.15868474842933	Tajima's D
A	3548195	Tajima.D	-1.15868474842933	Tajima's D
A	3548229	Tajima.D	-1.16177947925071	Tajima's D
A	3548245	Tajima.D	-1.16644067875946	Tajima's D
A	3548285	Tajima.D	-1.15723289940202	Tajima's D
A	3548430	Tajima.D	-1.14978262149869	Tajima's D
A	3548479	Tajima.D	-1.15441834997187	Tajima's D
A	3548537	Tajima.D	-1.14521057061443	Tajima's D
A	3548710	Tajima.D	-1.14677703930179	Tajima's D
A	3548733	Tajima.D	-1.14989724115874	Tajima's D
A	3548744	Tajima.D	-1.14535066131004	Tajima's D
A	3548837	Tajima.D	-1.14380966365824	Tajima's D
A	3548852	Tajima.D	-1.14380966365824	Tajima's D
A	3549178	Tajima.D	-1.22731645376442	Tajima's D
A	3549215	Tajima.D	-1.23041118458581	Tajima's D
A	3549238	Tajima.D	-1.15788241080897	Tajima's D
A	3549286	Tajima.D	-1.13029727928999	Tajima's D
A	3549398	Tajima.D	-1.09877687277591	Tajima's D
A	3549399	Tajima.D	-1.0538077594825	Tajima's D
A	3549405	Tajima.D	-1.0538077594825	Tajima's D
A	3549527	Tajima.D	-1.05537422816987	Tajima's D
A	3549572	Tajima.D	-1.09722313960633	Tajima's D
A	3549915	Tajima.D	-1.1718023317463	Tajima's D
A	3550256	Tajima.D	-1.17024859857672	Tajima's D
A	3550404	Tajima.D	-1.16868212988935	Tajima's D
A	3550407	Tajima.D	-1.19355459612046	Tajima's D
A	3550573	Tajima.D	-1.20719433566655	Tajima's D
A	3550578	Tajima.D	-1.18642270616172	Tajima's D
A	3550728	Tajima.D	-1.18330250430477	Tajima's D
A	3550797	Tajima.D	-1.18330250430477	Tajima's D
A	3550844	Tajima.D	-1.09172139592387	Tajima's D
A	3550890	Tajima.D	-1.08706019641513	Tajima's D
A	3551100	Tajima.D	-1.13660932029142	Tajima's D
A	3551411	Tajima.D	-1.13505558712184	Tajima's D
A	3551771	Tajima.D	-1.16107424995345	Tajima's D
A	3552380	Tajima.D	-1.1702820293109	Tajima's D
A	3552420	Tajima.D	-1.16409256766814	Tajima's D
A	3552456	Tajima.D	-1.19561297418221	Tajima's D
A	3552658	Tajima.D	-1.18640519482477	Tajima's D
A	3552872	Tajima.D	-1.20699852708063	Tajima's D
A	3552950	Tajima.D	-1.20852678921464	Tajima's D
A	3553029	Tajima.D	-1.20698579156285	Tajima's D
A	3553221	Tajima.D	-1.20541932287548	Tajima's D
A	3553251	Tajima.D	-1.13008873518628	Tajima's D
A	3553263	Tajima.D	-1.13318346600767	Tajima's D
A	3553316	Tajima.D	-1.12863688615897	Tajima's D
A	3553347	Tajima.D	-1.12863688615897	Tajima's D
A	3553373	Tajima.D	-1.13329808566772	Tajima's D
A	3553462	Tajima.D	-1.22824137074345	Tajima's D
A	3553550	Tajima.D	-1.22824137074345	Tajima's D
A	3553615	Tajima.D	-1.23133610156483	Tajima's D
A	3553640	Tajima.D	-1.14465816753057	Tajima's D
A	3553756	Tajima.D	-1.23081394533571	Tajima's D
A	3553938	Tajima.D	-1.19642804732035	Tajima's D
A	3553992	Tajima.D	-1.11131658197346	Tajima's D
A	3554116	Tajima.D	-1.07383595313672	Tajima's D
A	3554264	Tajima.D	-1.06462817377928	Tajima's D
A	3554298	Tajima.D	-1.06308717612748	Tajima's D
A	3554453	Tajima.D	-0.994124347330015	Tajima's D
A	3554454	Tajima.D	-0.991055087544199	Tajima's D
A	3554468	Tajima.D	-0.987934885687251	Tajima's D
A	3554677	Tajima.D	-1.06945493501921	Tajima's D
A	3554833	Tajima.D	-1.06633473316226	Tajima's D
A	3554929	Tajima.D	-1.0755425125197	Tajima's D
A	3555141	Tajima.D	-1.07707077465372	Tajima's D
A	3555194	Tajima.D	-1.07863724334109	Tajima's D
A	3555250	Tajima.D	-1.0817065031269	Tajima's D
A	3555335	Tajima.D	-1.0817065031269	Tajima's D
A	3555434	Tajima.D	-1.08014003443954	Tajima's D
A	3555467	Tajima.D	-1.07857356575217	Tajima's D
A	3555543	Tajima.D	-1.08323476526092	Tajima's D
A	3555587	Tajima.D	-1.08323476526092	Tajima's D
A	3555736	Tajima.D	-1.17481587364181	Tajima's D
A	3555821	Tajima.D	-1.1884556131879	Tajima's D
A	3555852	Tajima.D	-1.18533541133095	Tajima's D
A	3556113	Tajima.D	-1.1899966108397	Tajima's D
A	3556170	Tajima.D	-1.18687640898275	Tajima's D
A	3556247	Tajima.D	-1.27303218678789	Tajima's D
A	3556280	Tajima.D	-1.187920721441	Tajima's D
A	3556367	Tajima.D	-1.26815448347683	Tajima's D
A	3556412	Tajima.D	-1.26658801478946	Tajima's D
A	3556502	Tajima.D	-1.2603985531467	Tajima's D
A	3556731	Tajima.D	-1.26351875500365	Tajima's D
A	3556999	Tajima.D	-1.27272653436109	Tajima's D
A	3557243	Tajima.D	-1.35940446839535	Tajima's D
A	3557272	Tajima.D	-1.39845156591945	Tajima's D
A	3557359	Tajima.D	-1.4076593452769	Tajima's D
A	3557397	Tajima.D	-1.4076593452769	Tajima's D
A	3557552	Tajima.D	-1.4076593452769	Tajima's D
A	3557586	Tajima.D	-1.31499571788441	Tajima's D
A	3557642	Tajima.D	-1.38090202241384	Tajima's D
A	3557713	Tajima.D	-1.4675799564481	Tajima's D
A	3557765	Tajima.D	-1.38402222427079	Tajima's D
A	3557779	Tajima.D	-1.40167365191867	Tajima's D
A	3557846	Tajima.D	-1.40010718323131	Tajima's D
A	3557999	Tajima.D	-1.39854071454394	Tajima's D
A	3558026	Tajima.D	-1.39698698137436	Tajima's D
A	3558027	Tajima.D	-1.46929925134887	Tajima's D
A	3558219	Tajima.D	-1.47694056201895	Tajima's D
A	3558290	Tajima.D	-1.39358659812617	Tajima's D
A	3558403	Tajima.D	-1.35173768668971	Tajima's D
A	3558476	Tajima.D	-1.35017121800234	Tajima's D
A	3558494	Tajima.D	-1.35173768668971	Tajima's D
A	3558545	Tajima.D	-1.35017121800234	Tajima's D
A	3558725	Tajima.D	-1.35937899735978	Tajima's D
A	3558808	Tajima.D	-1.37301873690588	Tajima's D
A	3558875	Tajima.D	-1.45141858438088	Tajima's D
A	3558954	Tajima.D	-1.46062636373833	Tajima's D
A	3559000	Tajima.D	-1.46062636373833	Tajima's D
A	3559077	Tajima.D	-1.46062636373833	Tajima's D
A	3559233	Tajima.D	-1.46983414309577	Tajima's D
A	3559314	Tajima.D	-1.38781740857026	Tajima's D
A	3559344	Tajima.D	-1.38472267774888	Tajima's D
A	3559425	Tajima.D	-1.38472267774888	Tajima's D
A	3559619	Tajima.D	-1.38628914643625	Tajima's D
A	3560070	Tajima.D	-1.46495643978471	Tajima's D
A	3560072	Tajima.D	-1.49254157130369	Tajima's D
A	3560366	Tajima.D	-1.50190217687454	Tajima's D
A	3560395	Tajima.D	-1.54687129016795	Tajima's D
A	3560519	Tajima.D	-1.44987758672909	Tajima's D
A	3560604	Tajima.D	-1.44987758672909	Tajima's D
A	3560693	Tajima.D	-1.45143131989867	Tajima's D
A	3560783	Tajima.D	-1.45143131989867	Tajima's D
A	3561066	Tajima.D	-1.44534374239817	Tajima's D
A	3561081	Tajima.D	-1.44224901157679	Tajima's D
A	3561108	Tajima.D	-1.45145679093424	Tajima's D
A	3561184	Tajima.D	-1.44679559142549	Tajima's D
A	3561250	Tajima.D	-1.46756722093032	Tajima's D
A	3561364	Tajima.D	-1.40172459398981	Tajima's D
A	3561410	Tajima.D	-1.32020454465785	Tajima's D
A	3561447	Tajima.D	-1.41178565303874	Tajima's D
A	3561545	Tajima.D	-1.41644685254749	Tajima's D
A	3561598	Tajima.D	-1.41489311937791	Tajima's D
A	3561622	Tajima.D	-1.41801332123486	Tajima's D
A	3561641	Tajima.D	-1.41957978992222	Tajima's D
A	3561653	Tajima.D	-1.33805974059026	Tajima's D
A	3561654	Tajima.D	-1.24714087913411	Tajima's D
A	3561719	Tajima.D	-1.24714087913411	Tajima's D
A	3561807	Tajima.D	-1.25634865849155	Tajima's D
A	3561872	Tajima.D	-1.25479492532197	Tajima's D
A	3561886	Tajima.D	-1.21448701153731	Tajima's D
A	3561901	Tajima.D	-1.21758174235869	Tajima's D
A	3561927	Tajima.D	-1.21448701153731	Tajima's D
A	3561933	Tajima.D	-1.29134586136052	Tajima's D
A	3561972	Tajima.D	-1.19591862660901	Tajima's D
A	3561992	Tajima.D	-1.18435477646163	Tajima's D
A	3562115	Tajima.D	-1.18278830777426	Tajima's D
A	3562162	Tajima.D	-1.15126790126019	Tajima's D
A	3562258	Tajima.D	-1.14970143257282	Tajima's D
A	3562322	Tajima.D	-1.14970143257282	Tajima's D
A	3562327	Tajima.D	-1.15126790126019	Tajima's D
A	3562359	Tajima.D	-1.23794583529445	Tajima's D
A	3562425	Tajima.D	-1.19297672200103	Tajima's D
A	3562550	Tajima.D	-1.23202381952514	Tajima's D
A	3562642	Tajima.D	-1.31404055405065	Tajima's D
A	3562689	Tajima.D	-1.3499674497178	Tajima's D
A	3562714	Tajima.D	-1.3064501854517	Tajima's D
A	3562730	Tajima.D	-1.25838634133691	Tajima's D
A	3562738	Tajima.D	-1.32734917013437	Tajima's D
A	3562739	Tajima.D	-1.28856951848372	Tajima's D
A	3562749	Tajima.D	-1.26410458882168	Tajima's D
A	3562889	Tajima.D	-1.26410458882168	Tajima's D
A	3562893	Tajima.D	-1.17023108723977	Tajima's D
A	3563014	Tajima.D	-1.12526197394635	Tajima's D
A	3563124	Tajima.D	-1.07719812983156	Tajima's D
A	3563185	Tajima.D	-1.03222901653814	Tajima's D
A	3563218	Tajima.D	-1.03534921839509	Tajima's D
A	3563455	Tajima.D	-0.982624174771546	Tajima's D
A	3563479	Tajima.D	-0.951383949648707	Tajima's D
A	3563499	Tajima.D	-0.948289218827325	Tajima's D
A	3563505	Tajima.D	-0.937591383889214	Tajima's D
A	3563597	Tajima.D	-0.92468234467595	Tajima's D
A	3563619	Tajima.D	-0.92468234467595	Tajima's D
A	3563763	Tajima.D	-0.918492883033186	Tajima's D
A	3563804	Tajima.D	-0.916951885381387	Tajima's D
A	3563900	Tajima.D	-0.916951885381387	Tajima's D
A	3563978	Tajima.D	-0.916951885381387	Tajima's D
A	3564005	Tajima.D	-0.819958181942519	Tajima's D
A	3564227	Tajima.D	-0.903515914119831	Tajima's D
A	3564238	Tajima.D	-0.903515914119831	Tajima's D
A	3564254	Tajima.D	-0.903515914119831	Tajima's D
A	3564272	Tajima.D	-0.909705375762595	Tajima's D
A	3564329	Tajima.D	-0.90049759640515	Tajima's D
A	3564398	Tajima.D	-0.90049759640515	Tajima's D
A	3564434	Tajima.D	-0.90049759640515	Tajima's D
A	3564489	Tajima.D	-0.90049759640515	Tajima's D
A	3564519	Tajima.D	-0.852128099863551	Tajima's D
A	3564529	Tajima.D	-0.847466900354803	Tajima's D
A	3564568	Tajima.D	-0.842805700846055	Tajima's D
A	3564608	Tajima.D	-0.929381750738048	Tajima's D
A	3564612	Tajima.D	-0.911106282718776	Tajima's D
A	3564631	Tajima.D	-0.90953981403141	Tajima's D
A	3564673	Tajima.D	-0.996217748065671	Tajima's D
A	3564702	Tajima.D	-0.966531256112415	Tajima's D
A	3564761	Tajima.D	-0.963436525291033	Tajima's D
A	3564849	Tajima.D	-0.932196300168194	Tajima's D
A	3564896	Tajima.D	-0.930655302516395	Tajima's D
A	3564932	Tajima.D	-0.930655302516395	Tajima's D
A	3565074	Tajima.D	-0.887252657910347	Tajima's D
A	3565132	Tajima.D	-0.92563750850971	Tajima's D
A	3565138	Tajima.D	-0.970606621803124	Tajima's D
A	3565147	Tajima.D	-0.969052888633541	Tajima's D
A	3565384	Tajima.D	-0.969052888633541	Tajima's D
A	3565447	Tajima.D	-0.936539111732356	Tajima's D
A	3565448	Tajima.D	-0.936539111732356	Tajima's D
A	3565476	Tajima.D	-0.936539111732356	Tajima's D
A	3565681	Tajima.D	-0.939659313589304	Tajima's D
A	3565733	Tajima.D	-0.930451534231859	Tajima's D
A	3565801	Tajima.D	-0.92733133237491	Tajima's D
A	3565862	Tajima.D	-0.92733133237491	Tajima's D
A	3565947	Tajima.D	-0.838692128601996	Tajima's D
A	3566050	Tajima.D	-0.925370062636257	Tajima's D
A	3566177	Tajima.D	-0.930031262145005	Tajima's D
A	3566226	Tajima.D	-0.879942470702638	Tajima's D
A	3566312	Tajima.D	-0.879942470702638	Tajima's D
A	3566427	Tajima.D	-0.87531947774724	Tajima's D
A	3566542	Tajima.D	-0.873753009059874	Tajima's D
A	3566623	Tajima.D	-0.891251610494355	Tajima's D
A	3566759	Tajima.D	-0.852204512970252	Tajima's D
A	3566895	Tajima.D	-0.939990437051675	Tajima's D
A	3566920	Tajima.D	-0.933800975408911	Tajima's D
A	3566970	Tajima.D	-0.933800975408911	Tajima's D
A	3567115	Tajima.D	-0.837520460965917	Tajima's D
A	3567134	Tajima.D	-0.846728240323362	Tajima's D
A	3567227	Tajima.D	-0.755108925389116	Tajima's D
A	3567248	Tajima.D	-0.75354245670175	Tajima's D
A	3567298	Tajima.D	-0.746028501209506	Tajima's D
A	3567562	Tajima.D	-0.746028501209506	Tajima's D
A	3567563	Tajima.D	-0.719398533524281	Tajima's D
A	3567592	Tajima.D	-0.799352114168873	Tajima's D
A	3567598	Tajima.D	-0.793162652526109	Tajima's D
A	3567602	Tajima.D	-0.793162652526109	Tajima's D
A	3567674	Tajima.D	-0.796282854383058	Tajima's D
A	3567692	Tajima.D	-0.794716385695691	Tajima's D
A	3567929	Tajima.D	-0.785508606338246	Tajima's D
A	3567955	Tajima.D	-0.865462186982838	Tajima's D
A	3567963	Tajima.D	-0.962570510081758	Tajima's D
A	3567999	Tajima.D	-0.957909310573009	Tajima's D
A	3568000	Tajima.D	-0.948701531215564	Tajima's D
A	3568082	Tajima.D	-0.947160533563765	Tajima's D
A	3568083	Tajima.D	-0.896345817607741	Tajima's D
A	3568086	Tajima.D	-0.893251086786359	Tajima's D
A	3568144	Tajima.D	-0.897912286295107	Tajima's D
A	3568308	Tajima.D	-0.89336570644641	Tajima's D
A	3568330	Tajima.D	-0.990359409885278	Tajima's D
A	3568351	Tajima.D	-1.00956457070274	Tajima's D
A	3568361	Tajima.D	-1.00956457070274	Tajima's D
A	3568388	Tajima.D	-1.03642377770807	Tajima's D
A	3568454	Tajima.D	-1.03642377770807	Tajima's D
A	3568455	Tajima.D	-1.0348573090207	Tajima's D
A	3568514	Tajima.D	-1.00594768365224	Tajima's D
A	3568668	Tajima.D	-1.00594768365224	Tajima's D
A	3568738	Tajima.D	-1.04935032825829	Tajima's D
A	3568767	Tajima.D	-1.04778385957092	Tajima's D
A	3568850	Tajima.D	-1.05244505907967	Tajima's D
A	3568953	Tajima.D	-1.02798012941763	Tajima's D
A	3569020	Tajima.D	-1.07149739368373	Tajima's D
A	3569054	Tajima.D	-1.04398867527145	Tajima's D
A	3569055	Tajima.D	-1.04242220658408	Tajima's D
A	3569321	Tajima.D	-1.08582485119013	Tajima's D
A	3569398	Tajima.D	-1.11340998270911	Tajima's D
A	3569490	Tajima.D	-1.08582485119013	Tajima's D
A	3569605	Tajima.D	-1.08811724439115	Tajima's D
A	3569672	Tajima.D	-1.10550122616558	Tajima's D
A	3569872	Tajima.D	-1.15822626978913	Tajima's D
A	3569924	Tajima.D	-1.20319538308254	Tajima's D
A	3570013	Tajima.D	-1.20319538308254	Tajima's D
A	3570219	Tajima.D	-1.21211024553097	Tajima's D
A	3570278	Tajima.D	-1.21083669375262	Tajima's D
A	3570309	Tajima.D	-1.14486671163427	Tajima's D
A	3570328	Tajima.D	-1.05914394143377	Tajima's D
A	3570415	Tajima.D	-1.06893277879009	Tajima's D
A	3570462	Tajima.D	-1.06893277879009	Tajima's D
A	3570488	Tajima.D	-1.07355577174548	Tajima's D
A	3570501	Tajima.D	-0.983273686178502	Tajima's D
A	3570587	Tajima.D	-0.981707217491136	Tajima's D
A	3570598	Tajima.D	-0.984827419348085	Tajima's D
A	3570643	Tajima.D	-1.08182112278695	Tajima's D
A	3570651	Tajima.D	-0.988660810200908	Tajima's D
A	3570961	Tajima.D	-0.987094341513542	Tajima's D
A	3570984	Tajima.D	-0.944850629025789	Tajima's D
A	3571007	Tajima.D	-0.940189429517041	Tajima's D
A	3571100	Tajima.D	-0.94783074018712	Tajima's D
A	3571206	Tajima.D	-0.94783074018712	Tajima's D
A	3571244	Tajima.D	-0.94783074018712	Tajima's D
A	3571246	Tajima.D	-0.94783074018712	Tajima's D
A	3571489	Tajima.D	-0.996200236728719	Tajima's D
A	3571807	Tajima.D	-0.941004502655183	Tajima's D
A	3572185	Tajima.D	-0.923505901220702	Tajima's D
A	3572205	Tajima.D	-0.837770395502417	Tajima's D
A	3572217	Tajima.D	-0.782116182788676	Tajima's D
A	3572398	Tajima.D	-0.783682651476042	Tajima's D
A	3572718	Tajima.D	-0.783682651476042	Tajima's D
A	3573294	Tajima.D	-0.816489345286248	Tajima's D
A	3573514	Tajima.D	-0.821150544794995	Tajima's D
A	3573560	Tajima.D	-0.853957238605201	Tajima's D
A	3573573	Tajima.D	-0.778384676078121	Tajima's D
A	3573593	Tajima.D	-0.787592455435566	Tajima's D
A	3573654	Tajima.D	-0.83256156872898	Tajima's D
A	3573751	Tajima.D	-0.84994555050341	Tajima's D
A	3573827	Tajima.D	-0.770374035392322	Tajima's D
A	3573833	Tajima.D	-0.771927768561904	Tajima's D
A	3573948	Tajima.D	-0.770361299874538	Tajima's D
A	3573986	Tajima.D	-0.80444154546309	Tajima's D
A	3574035	Tajima.D	-0.774220161762928	Tajima's D
A	3574089	Tajima.D	-0.772653693075562	Tajima's D
A	3574189	Tajima.D	-0.766464231432798	Tajima's D
A	3574259	Tajima.D	-0.769482549147479	Tajima's D
A	3574480	Tajima.D	-0.772602751004428	Tajima's D
A	3574481	Tajima.D	-0.76794155149568	Tajima's D
A	3574501	Tajima.D	-0.82899562374961	Tajima's D
A	3574505	Tajima.D	-0.822806162106846	Tajima's D
A	3574559	Tajima.D	-0.82123969341948	Tajima's D
A	3574571	Tajima.D	-0.872894953549213	Tajima's D
A	3574890	Tajima.D	-0.866705491906449	Tajima's D
A	3574930	Tajima.D	-0.868233754040465	Tajima's D
A	3575040	Tajima.D	-0.868233754040465	Tajima's D
A	3575050	Tajima.D	-0.776474348410601	Tajima's D
A	3575058	Tajima.D	-0.813954977247338	Tajima's D
A	3575128	Tajima.D	-0.792941372904621	Tajima's D
A	3575176	Tajima.D	-0.797564365860019	Tajima's D
A	3575200	Tajima.D	-0.702850320104391	Tajima's D
A	3575292	Tajima.D	-0.794469635038637	Tajima's D
A	3575306	Tajima.D	-0.794469635038637	Tajima's D
A	3575365	Tajima.D	-0.846939968306512	Tajima's D
A	3575465	Tajima.D	-0.846939968306512	Tajima's D
A	3575508	Tajima.D	-0.859115123307504	Tajima's D
A	3575559	Tajima.D	-0.859115123307504	Tajima's D
A	3575581	Tajima.D	-0.954707919790191	Tajima's D
A	3575622	Tajima.D	-0.956274388477557	Tajima's D
A	3575699	Tajima.D	-0.866183335677327	Tajima's D
A	3575784	Tajima.D	-0.864616866989961	Tajima's D
A	3575856	Tajima.D	-0.863050398302595	Tajima's D
A	3575941	Tajima.D	-0.859955667481213	Tajima's D
A	3575980	Tajima.D	-0.86450224732991	Tajima's D
A	3576188	Tajima.D	-0.770679687819125	Tajima's D
A	3576216	Tajima.D	-0.764490226176361	Tajima's D
A	3576233	Tajima.D	-0.767584956997743	Tajima's D
A	3576245	Tajima.D	-0.77213153684644	Tajima's D
A	3576301	Tajima.D	-0.775226267667822	Tajima's D
A	3576313	Tajima.D	-0.869443628229894	Tajima's D
A	3577166	Tajima.D	-0.787426893704381	Tajima's D
A	3577173	Tajima.D	-0.781237432061617	Tajima's D
A	3577174	Tajima.D	-0.7602238277189	Tajima's D
A	3577196	Tajima.D	-0.66528054264317	Tajima's D
A	3577465	Tajima.D	-0.666847011330536	Tajima's D
A	3577511	Tajima.D	-0.666847011330536	Tajima's D
A	3578055	Tajima.D	-0.671508210839284	Tajima's D
A	3578145	Tajima.D	-0.645489548007666	Tajima's D
A	3578163	Tajima.D	-0.560378082660771	Tajima's D
A	3578445	Tajima.D	-0.492243062519234	Tajima's D
A	3578650	Tajima.D	-0.492243062519234	Tajima's D
A	3578655	Tajima.D	-0.466224399687615	Tajima's D
A	3578681	Tajima.D	-0.461601406732218	Tajima's D
A	3578706	Tajima.D	-0.455411945089454	Tajima's D
A	3578762	Tajima.D	-0.386576471469827	Tajima's D
A	3579100	Tajima.D	-0.29936364568866	Tajima's D
A	3579151	Tajima.D	-0.37493620821574	Tajima's D
A	3579203	Tajima.D	-0.376502676903106	Tajima's D
A	3579542	Tajima.D	-0.376502676903106	Tajima's D
A	3579565	Tajima.D	-0.280082071764494	Tajima's D
A	3579600	Tajima.D	-0.306100734596113	Tajima's D
A	3579635	Tajima.D	-0.388626889832965	Tajima's D
A	3579741	Tajima.D	-0.413091819495	Tajima's D
A	3579913	Tajima.D	-0.409971617638052	Tajima's D
A	3580070	Tajima.D	-0.406851415781103	Tajima's D
A	3580133	Tajima.D	-0.310570901338109	Tajima's D
A	3580369	Tajima.D	-0.354381082513228	Tajima's D
A	3580440	Tajima.D	-0.350636840284889	Tajima's D
A	3580462	Tajima.D	-0.391046638211823	Tajima's D
A	3580575	Tajima.D	-0.485900774663069	Tajima's D
A	3580591	Tajima.D	-0.487454507832651	Tajima's D
A	3580609	Tajima.D	-0.485888039145285	Tajima's D
A	3580995	Tajima.D	-0.459869376313667	Tajima's D
A	3581089	Tajima.D	-0.532652860446168	Tajima's D
A	3581110	Tajima.D	-0.534219329133534	Tajima's D
A	3581121	Tajima.D	-0.532652860446168	Tajima's D
A	3581359	Tajima.D	-0.439352457164505	Tajima's D
A	3581428	Tajima.D	-0.535632971607499	Tajima's D
A	3581429	Tajima.D	-0.534079238437916	Tajima's D
A	3581434	Tajima.D	-0.482946134537305	Tajima's D
A	3581655	Tajima.D	-0.414569139557882	Tajima's D
