Gene	RANGE	N_INFORMATIVE	NumVar	NumPolyVar	OptFreq	Zmax	NumPerm	ActualPerm	Stat	NumGreater	NumEqual	PermPvalue	CHROM	POS	endPOS	size	significant
WBGene00015492	X:4588767-4590447	204	17	17	0.009804	518.265	10000	2416	518.265	1000	0	0.413907	X	4588767	4590447	1680	FALSE
WBGene00015493	X:4586916-4587993	204	13	12	0.009804	456.43	10000	2110	456.43	1000	0	0.473934	X	4586916	4587993	1077	FALSE
WBGene00015494	X:4579506-4581641,X:4578248-4581641	204	31	31	0.004902	436.58	10000	1658	436.58	1000	0	0.603136	X	4579506	4581641	2135	FALSE
WBGene00000133	X:4571447-4573914	204	22	22	0.019608	235.384	10000	1211	235.384	1000	0	0.825764	X	4571447	4573914	2467	FALSE
WBGene00000136	X:4565301-4569393	204	26	26	0.019608	559.72	10000	2313	559.72	1000	0	0.432339	X	4565301	4569393	4092	FALSE
WBGene00015495	X:4562194-4562837	204	2	1	0.004902	110.426	10000	1299	110.426	992	8	0.766744	X	4562194	4562837	643	FALSE
WBGene00015496	X:4581597-4585665	204	25	25	0.044118	431.056	10000	1449	431.056	1000	0	0.690131	X	4581597	4585665	4068	FALSE
WBGene00001455	X:4591280-4592504,X:4592150-4592504	204	9	8	0.029673	444.224	10000	1701	444.224	1000	0	0.587889	X	4591280	4592504	1224	FALSE
WBGene00005643	V:762816-764657,V:762733-764657,V:762816-764593	204	100	100	0.009804	450.541	10000	3369	450.541	1000	0	0.296824	V	762816	764657	1841	FALSE
WBGene00005613	V:734419-736271	204	74	74	0.009804	817.799	10000	3125	817.799	1000	0	0.32	V	734419	736271	1852	FALSE
WBGene00005612	V:736802-738870	204	56	56	0.019608	629.656	10000	2418	629.656	1000	0	0.413565	V	736802	738870	2068	FALSE
WBGene00006288	V:751325-752779	204	92	92	0.04902	469.747	10000	2199	469.747	1000	0	0.454752	V	751325	752779	1454	FALSE
WBGene00005228	V:728311-734279,V:728308-734279,V:728311-734279	204	294	293	0.014706	512.551	10000	2680	512.551	1000	0	0.373134	V	728311	734279	5968	FALSE
WBGene00206359	V:760189-761414	204	16	16	0.009804	609.559	10000	2028	609.559	1000	0	0.493097	V	760189	761414	1225	FALSE
WBGene00006087	V:756468-757892	204	71	71	0.009804	461.504	10000	3303	461.504	1000	0	0.302755	V	756468	757892	1424	FALSE
WBGene00005642	V:753333-755048	204	92	91	0.009804	390.931	10000	2529	390.931	1000	0	0.395413	V	753333	755048	1715	FALSE
WBGene00005516	V:748343-750467	204	101	101	0.009804	450.866	10000	1253	450.866	1000	0	0.798085	V	748343	750467	2124	FALSE
WBGene00006182	V:743647-745475	204	96	96	0.004902	471.031	10000	1345	471.031	1000	0	0.743494	V	743647	745475	1828	FALSE
WBGene00015489	V:742119-743273	204	80	79	0.044118	404.721	10000	2056	404.721	1000	0	0.486381	V	742119	743273	1154	FALSE
WBGene00001564	V:724206-728103,V:724359-728103	204	133	133	0.009804	521.834	10000	1656	521.834	1000	0	0.603865	V	724206	728103	3897	FALSE
WBGene00007343	X:12941440-12943547	204	13	13	0.004902	735.024	10000	5903	735.024	1000	0	0.169405	X	12941440	12943547	2107	FALSE
WBGene00007344	X:12938696-12940711	204	9	9	0.004902	656.802	10000	4381	656.802	1000	0	0.228258	X	12938696	12940711	2015	FALSE
WBGene00007345	X:12945615-12946562	204	3	3	0.004902	138.216	10000	1059	138.216	1000	0	0.944287	X	12945615	12946562	947	FALSE
WBGene00007346	X:12965484-12968731	204	22	21	0.004902	209.449	10000	1311	209.449	1000	0	0.762777	X	12965484	12968731	3247	FALSE
WBGene00007347	X:14734445-14740088	204	74	74	0.004902	634.746	10000	3054	634.746	1000	0	0.327439	X	14734445	14740088	5643	FALSE
WBGene00007348	X:14747319-14750390	204	21	20	0.009804	540.704	10000	2812	540.704	1000	0	0.355619	X	14747319	14750390	3071	FALSE
WBGene00007349	X:14750856-14752011	204	8	8	0.004902	461.169	10000	1607	461.169	1000	0	0.622278	X	14750856	14752011	1155	FALSE
WBGene00007350	X:14754025-14756459	204	11	11	0.030893	1004.12	10000	10000	1004.12	811	0	0.0811	X	14754025	14756459	2434	FALSE
WBGene00007351	X:14756074-14760963,X:14756074-14760069,X:14756074-14758530	204	27	27	0.039216	1249.49	10000	10000	1249.49	365	0	0.0365	X	14756074	14760963	4889	FALSE
WBGene00015497	IV:627536-633965	204	55	55	0.004902	403.486	10000	1270	403.486	1000	0	0.787402	IV	627536	633965	6429	FALSE
WBGene00000518	III:5651542-5654558,III:5635478-5654558	204	122	122	0.004902	786.779	10000	8027	786.779	1000	0	0.12458	III	5651542	5654558	3016	FALSE
WBGene00007352	II:10560017-10563407	204	9	9	0.004902	567.542	10000	2978	567.542	1000	0	0.335796	II	10560017	10563407	3390	FALSE
WBGene00007353	II:10570601-10572050,II:10570601-10571415	204	9	8	0.009804	231.537	10000	1381	231.537	1000	0	0.724113	II	10570601	10572050	1449	FALSE
WBGene00007354	II:10572262-10574070	204	10	9	0.004902	497.269	10000	3081	497.269	1000	0	0.32457	II	10572262	10574070	1808	FALSE
WBGene00007356	II:10564174-10564678	204	2	2	0.004902	411.858	10000	1916	411.858	995	5	0.520616	II	10564174	10564678	504	FALSE
WBGene00007357	IV:17427727-17429603,IV:17428427-17429603,IV:17427716-17429603,IV:17427716-17429603	204	12	11	0.030788	649.54	10000	4763	649.54	1000	0	0.209952	IV	17427727	17429603	1876	FALSE
WBGene00001550	IV:17432976-17440091,IV:17432976-17440091	204	50	50	0.004902	247.337	10000	1072	247.337	1000	0	0.932836	IV	17432976	17440091	7115	FALSE
WBGene00007358	IV:17429755-17431968	204	15	15	0.009804	460.224	10000	1421	460.224	1000	0	0.70373	IV	17429755	17431968	2213	FALSE
WBGene00007359	IV:17437337-17438155	204	4	4	0.009804	377.73	10000	1281	377.73	1000	0	0.78064	IV	17437337	17438155	818	FALSE
WBGene00015499	I:6012057-6021983	204	53	53	0.004902	676.338	10000	5415	676.338	1000	0	0.184672	I	6012057	6021983	9926	FALSE
WBGene00004803	I:5990738-5992668	204	15	14	0.031031	587.022	10000	3870	587.022	1000	0	0.258398	I	5990738	5992668	1930	FALSE
WBGene00044414	I:6004652-6007595	204	17	17	0.004902	652.008	10000	3565	652.008	1000	0	0.280505	I	6004652	6007595	2943	FALSE
WBGene00015500	I:6006332-6007324	204	2	2	0.009804	131.012	10000	1176	131.012	1000	0	0.85034	I	6006332	6007324	992	FALSE
WBGene00015501	I:5986491-5990581,I:5986491-5990581	204	27	27	0.014706	521.255	10000	2809	521.255	1000	0	0.355999	I	5986491	5990581	4090	FALSE
WBGene00015502	I:5980790-5981588	204	3	3	0.031017	108.909	10000	1041	108.909	1000	0	0.960615	I	5980790	5981588	798	FALSE
WBGene00015504	I:5978689-5985869	204	24	24	0.014706	455.945	10000	2704	455.945	1000	0	0.369822	I	5978689	5985869	7180	FALSE
WBGene00006823	I:5992669-6001099,I:5992669-5999240	204	60	60	0.990197	645.724	10000	4917	645.724	1000	0	0.203376	I	5992669	6001099	8430	FALSE
WBGene00015505	I:6008077-6009606,I:6008077-6009429,I:6008077-6009490	204	9	9	0.030773	421.651	10000	1736	421.651	1000	0	0.576037	I	6008077	6009606	1529	FALSE
WBGene00004380	I:6009780-6011523	204	8	8	0.004902	556.27	10000	3031	556.27	1000	0	0.329924	I	6009780	6011523	1743	FALSE
WBGene00015507	IV:7846641-7854562,IV:7846641-7854562,IV:7850277-7854562,IV:7850277-7854562,IV:7852362-7854562,IV:7852439-7854562	204	40	40	0.004902	1087.36	10000	10000	1087.36	393	0	0.0393	IV	7846641	7854562	7921	FALSE
WBGene00015508	IV:7830561-7832440	204	8	8	0.009804	463.381	10000	1958	463.381	1000	0	0.510725	IV	7830561	7832440	1879	FALSE
WBGene00015509	IV:7826327-7829291,IV:7826327-7829301,IV:7826327-7829291,IV:7826327-7829301	204	12	12	0.030311	320.542	10000	1503	320.542	1000	0	0.665336	IV	7826327	7829291	2964	FALSE
WBGene00015510	IV:7832342-7834675	204	10	10	0.034314	605.078	10000	3154	605.078	1000	0	0.317058	IV	7832342	7834675	2333	FALSE
WBGene00015511	IV:7837372-7838520	204	8	8	0.014706	737.933	10000	4298	737.933	1000	0	0.232666	IV	7837372	7838520	1148	FALSE
WBGene00015512	II:7773879-7777823,II:7773879-7777827	204	17	17	0.004902	684.507	10000	3976	684.507	1000	0	0.251509	II	7773879	7777823	3944	FALSE
WBGene00015513	II:7779341-7781254	204	7	7	0.014706	320.273	10000	1317	320.273	1000	0	0.759301	II	7779341	7781254	1913	FALSE
WBGene00015514	II:7790559-7791378	204	8	8	0.030268	453.537	10000	2076	453.537	1000	0	0.481696	II	7790559	7791378	819	FALSE
WBGene00004823	II:7783816-7784647	204	4	4	0.030183	579.566	10000	2559	579.566	1000	0	0.390778	II	7783816	7784647	831	FALSE
WBGene00015515	II:7781578-7783348	204	4	4	0.004902	486.776	10000	2684	486.776	1000	0	0.372578	II	7781578	7783348	1770	FALSE
WBGene00015516	II:7772566-7773912	204	6	6	0.014706	1362.63	10000	10000	1362.63	220	0	0.022	II	7772566	7773912	1346	FALSE
WBGene00005262	II:7763936-7765516	204	10	10	0.030029	480.621	10000	2529	480.621	1000	0	0.395413	II	7763936	7765516	1580	FALSE
WBGene00015517	II:7765544-7772017,II:7766795-7767784,II:7766788-7769429	204	42	42	0.004902	713.356	10000	5586	713.356	1000	0	0.179019	II	7765544	7772017	6473	FALSE
WBGene00001615	II:7785073-7794319,II:7785425-7794319	204	40	39	0.030138	484.382	10000	2682	484.382	1000	0	0.372856	II	7785073	7794319	9246	FALSE
WBGene00007360	V:13902794-13903886	204	52	52	0.034314	490.193	10000	3343	490.193	1000	0	0.299133	V	13902794	13903886	1092	FALSE
WBGene00006277	V:13918640-13920032	204	46	46	0.034314	443.124	10000	3146	443.124	1000	0	0.317864	V	13918640	13920032	1392	FALSE
WBGene00005933	V:13921029-13922404	204	37	37	0.034314	415.974	10000	2295	415.974	1000	0	0.43573	V	13921029	13922404	1375	FALSE
WBGene00044114	V:13924150-13925807	204	90	90	0.004902	401.569	10000	2616	401.569	1000	0	0.382263	V	13924150	13925807	1657	FALSE
WBGene00044115	V:13926697-13929320	204	99	99	0.034314	448.878	10000	2970	448.878	1000	0	0.3367	V	13926697	13929320	2623	FALSE
WBGene00044116	V:13929802-13931252	204	69	69	0.019608	426.1	10000	2924	426.1	1000	0	0.341997	V	13929802	13931252	1450	FALSE
WBGene00189947	V:13931524-13932198	204	31	30	0.009804	438.94	10000	3227	438.94	1000	0	0.309885	V	13931524	13932198	674	FALSE
WBGene00007361	V:13899512-13902653	204	127	127	0.004902	421.625	10000	2694	421.625	1000	0	0.371195	V	13899512	13902653	3141	FALSE
WBGene00007362	V:13896656-13898488	204	72	72	0.034314	474.319	10000	3463	474.319	1000	0	0.288767	V	13896656	13898488	1832	FALSE
WBGene00007363	V:13906489-13908037	204	59	59	0.034314	484.473	10000	3010	484.473	1000	0	0.332226	V	13906489	13908037	1548	FALSE
WBGene00007364	V:13904610-13905996	204	57	57	0.029334	433.504	10000	2979	433.504	1000	0	0.335683	V	13904610	13905996	1386	FALSE
WBGene00007365	V:13908127-13908967,V:13908127-13909513	204	49	49	0.004902	405.231	10000	2789	405.231	1000	0	0.358551	V	13908127	13908967	840	FALSE
WBGene00007366	V:13909747-13911524	204	102	102	0.039216	423.174	10000	2876	423.174	1000	0	0.347705	V	13909747	13911524	1777	FALSE
WBGene00001552	V:13912079-13915436	204	106	106	0.004902	408.578	10000	2713	408.578	1000	0	0.368596	V	13912079	13915436	3357	FALSE
WBGene00006278	V:13916495-13918051	204	57	57	0.004902	432.683	10000	2860	432.683	1000	0	0.34965	V	13916495	13918051	1556	FALSE
WBGene00007367	V:15479543-15481677	204	110	110	0.009804	470.422	10000	3502	470.422	1000	0	0.285551	V	15479543	15481677	2134	FALSE
WBGene00005428	V:15493979-15495761	204	89	89	0.019608	648.381	10000	5880	648.381	1000	0	0.170068	V	15493979	15495761	1782	FALSE
WBGene00007373	V:15486387-15487118	204	53	52	0.004902	439.842	10000	3345	439.842	1000	0	0.298954	V	15486387	15487118	731	FALSE
WBGene00007368	V:15476230-15478566,V:15476230-15478564,V:15476438-15478566,V:15476438-15478564,V:15476063-15478566,V:15476063-15478564,V:15476119-15478566,V:15476119-15478564	204	109	109	0.039216	475.556	10000	3544	475.556	1000	0	0.282167	V	15476230	15478566	2336	FALSE
WBGene00007369	V:15484053-15484637	204	30	30	0.029577	419.033	10000	3012	419.033	1000	0	0.332005	V	15484053	15484637	584	FALSE
WBGene00007370	V:15491067-15492770	204	95	95	0.019608	637.346	10000	5412	637.346	1000	0	0.184775	V	15491067	15492770	1703	FALSE
WBGene00005429	V:15496268-15497567	204	75	75	0.009804	531.335	10000	4108	531.335	1000	0	0.243427	V	15496268	15497567	1299	FALSE
WBGene00007372	V:15498742-15511421	204	653	653	0.039216	586.971	10000	4839	586.971	1000	0	0.206654	V	15498742	15511421	12679	FALSE
WBGene00004452	V:15512178-15512737,V:15512178-15512735,V:15512178-15512736,V:15512178-15512773,V:15512178-15512734,V:15512165-15512736	204	21	21	0.009804	576.268	10000	4606	576.268	1000	0	0.217108	V	15512178	15512737	559	FALSE
WBGene00005768	V:15488063-15489401	204	75	75	0.029914	603.933	10000	4996	603.933	1000	0	0.20016	V	15488063	15489401	1338	FALSE
WBGene00044169	II:9375858-9377209	204	13	13	0.02451	1197.32	10000	10000	1197.32	407	0	0.0407	II	9375858	9377209	1351	FALSE
WBGene00175031	II:9375106-9375848	204	8	8	0.04902	536.105	10000	1843	536.105	1000	0	0.542594	II	9375106	9375848	742	FALSE
WBGene00003196	II:9358530-9369087,II:9358530-9369082,II:9358530-9369082,II:9358530-9369082	204	71	71	0.02451	707.84	10000	4547	707.84	1000	0	0.219925	II	9358530	9369087	10557	FALSE
WBGene00007374	II:9369177-9372371	204	24	24	0.029918	645.799	10000	4305	645.799	1000	0	0.232288	II	9369177	9372371	3194	FALSE
WBGene00007375	II:9373290-9374854	204	24	24	0.030782	779.877	10000	5370	779.877	1000	0	0.18622	II	9373290	9374854	1564	FALSE
WBGene00005271	II:9383377-9384995,II:9381227-9384995	204	28	28	0.009804	596.371	10000	3243	596.371	1000	0	0.308356	II	9383377	9384995	1618	FALSE
WBGene00007377	II:9385538-9386537	204	11	11	0.009804	755.118	10000	3623	755.118	1000	0	0.276014	II	9385538	9386537	999	FALSE
WBGene00007378	II:9386583-9390900,II:9386583-9388339	204	42	42	0.02451	536.047	10000	2608	536.047	1000	0	0.383436	II	9386583	9390900	4317	FALSE
WBGene00014668	II:9376454-9378282	204	17	17	0.030481	957.551	10000	8911	957.551	1000	0	0.112221	II	9376454	9378282	1828	FALSE
WBGene00007379	V:16010709-16012112	204	41	41	0.004902	432.37	10000	3195	432.37	1000	0	0.312989	V	16010709	16012112	1403	FALSE
WBGene00006264	V:16008331-16009664	204	31	31	0.004902	399.127	10000	1928	399.127	1000	0	0.518672	V	16008331	16009664	1333	FALSE
WBGene00006262	V:16006303-16007605	204	31	31	0.004902	429.275	10000	3270	429.275	1000	0	0.30581	V	16006303	16007605	1302	FALSE
WBGene00003653	V:16002594-16004728	204	39	39	0.009804	422.011	10000	2863	422.011	1000	0	0.349284	V	16002594	16004728	2134	FALSE
WBGene00003640	V:15997778-16000653,V:15998756-15999678,V:15998964-16000653	204	101	101	0.009804	218.519	10000	1305	218.519	1000	0	0.766284	V	15997778	16000653	2875	FALSE
WBGene00007380	V:15988753-15991607	204	127	127	0.004902	586.195	10000	2990	586.195	1000	0	0.334448	V	15988753	15991607	2854	FALSE
WBGene00007381	V:15992205-15995607	204	69	69	0.004902	644.849	10000	3873	644.849	1000	0	0.258198	V	15992205	15995607	3402	FALSE
WBGene00007382	V:15997135-15997768	204	9	9	0.031174	479.508	10000	1901	479.508	1000	0	0.526039	V	15997135	15997768	633	FALSE
WBGene00007383	V:15996213-15996745	204	7	7	0.031127	519.953	10000	2617	519.953	1000	0	0.382117	V	15996213	15996745	532	FALSE
WBGene00015518	III:8605831-8606504	204	5	5	0.009804	265.201	10000	1326	265.201	1000	0	0.754148	III	8605831	8606504	673	FALSE
WBGene00015525	III:8609876-8614569	204	22	22	0.019608	515.144	10000	2143	515.144	1000	0	0.466636	III	8609876	8614569	4693	FALSE
WBGene00015526	III:8614761-8616324	204	13	13	0.019608	762.973	10000	5795	762.973	1000	0	0.172563	III	8614761	8616324	1563	FALSE
WBGene00015519	III:8581101-8583910	204	8	8	0.004902	85.2189	10000	1164	85.2189	1000	0	0.859107	III	8581101	8583910	2809	FALSE
WBGene00001612	III:8584185-8588615	204	17	16	0.004902	252.418	10000	1638	252.418	1000	0	0.610501	III	8584185	8588615	4430	FALSE
WBGene00015522	III:8591238-8593092	204	10	10	0.004902	615.032	10000	2220	615.032	1000	0	0.45045	III	8591238	8593092	1854	FALSE
WBGene00015523	III:8595367-8597870	204	19	19	0.039216	212.751	10000	1101	212.751	1000	0	0.908265	III	8595367	8597870	2503	FALSE
WBGene00015524	III:8606507-8609783	204	26	26	0.004902	676.209	10000	4465	676.209	1000	0	0.223964	III	8606507	8609783	3276	FALSE
WBGene00015527	X:8872933-8874848	204	14	13	0.009804	166.928	10000	1157	166.928	1000	0	0.864304	X	8872933	8874848	1915	FALSE
WBGene00015528	X:8879648-8880406	204	11	11	0.004902	629.461	10000	2819	629.461	1000	0	0.354736	X	8879648	8880406	758	FALSE
WBGene00006716	X:8869624-8871835	204	16	16	0.034314	830.904	10000	3966	830.904	1000	0	0.252143	X	8869624	8871835	2211	FALSE
WBGene00015529	X:8857120-8857954,X:8857050-8857954	204	5	5	0.029987	398.2	10000	1669	398.2	1000	0	0.599161	X	8857120	8857954	834	FALSE
WBGene00006717	X:8867610-8869256	204	28	28	0.004902	602.136	10000	2401	602.136	1000	0	0.416493	X	8867610	8869256	1646	FALSE
WBGene00015530	IV:7283256-7283871	204	7	7	0.031733	543.339	10000	3428	543.339	1000	0	0.291715	IV	7283256	7283871	615	FALSE
WBGene00015531	IV:7282291-7283086,IV:7276882-7283086	204	29	29	0.014706	621.635	10000	3427	621.635	1000	0	0.2918	IV	7282291	7283086	795	FALSE
WBGene00015532	IV:7260884-7262028	204	8	7	0.004902	281.504	10000	1391	281.504	1000	0	0.718907	IV	7260884	7262028	1144	FALSE
WBGene00015534	IV:7254989-7255909	204	8	8	0.014706	429.51	10000	1254	429.51	1000	0	0.797448	IV	7254989	7255909	920	FALSE
WBGene00015535	IV:7257216-7258248	204	4	4	0.004902	98.1949	10000	1064	98.1949	1000	0	0.93985	IV	7257216	7258248	1032	FALSE
WBGene00015536	IV:7262236-7263236	204	2	2	0.004902	449.662	10000	2101	449.662	996	4	0.475012	IV	7262236	7263236	1000	FALSE
WBGene00015537	IV:7284218-7285873	204	9	9	0.004902	858.799	10000	8453	858.799	1000	0	0.118301	IV	7284218	7285873	1655	FALSE
WBGene00015538	IV:5848656-5850849	204	8	8	0.009804	119.359	10000	1112	119.359	1000	0	0.899281	IV	5848656	5850849	2193	FALSE
WBGene00015539	IV:5839477-5844003,IV:5839398-5844003,IV:5842404-5844003	204	80	80	0.004902	665.632	10000	4948	665.632	1000	0	0.202102	IV	5839477	5844003	4526	FALSE
WBGene00015540	IV:5843981-5846369	204	10	10	0.009804	344.745	10000	1365	344.745	1000	0	0.732601	IV	5843981	5846369	2388	FALSE
WBGene00015541	IV:5850838-5859976,IV:5850838-5853208	204	61	61	0.014706	378.573	10000	1807	378.573	1000	0	0.553403	IV	5850838	5859976	9138	FALSE
WBGene00004973	IV:5864528-5865902	204	14	14	0.030873	390.981	10000	1965	390.981	1000	0	0.508906	IV	5864528	5865902	1374	FALSE
WBGene00005728	IV:5867688-5870172	204	14	14	0.030819	203.418	10000	1171	203.418	1000	0	0.853971	IV	5867688	5870172	2484	FALSE
WBGene00189995	IV:5865857-5867372	204	17	17	0.014706	223.918	10000	1156	223.918	1000	0	0.865052	IV	5865857	5867372	1515	FALSE
WBGene00004182	III:6990244-7002311,III:6996481-6997358,III:6990244-7002286,III:6990170-7002311	204	49	49	0.031409	565.762	10000	2975	565.762	1000	0	0.336134	III	6990244	7002311	12067	FALSE
WBGene00015544	III:7002300-7005363	204	15	15	0.009804	242.938	10000	1338	242.938	1000	0	0.747384	III	7002300	7005363	3063	FALSE
WBGene00015545	X:16633362-16637633,X:16633362-16637633	204	24	24	0.004902	630.872	10000	2949	630.872	1000	0	0.339098	X	16633362	16637633	4271	FALSE
WBGene00015546	X:16621813-16622739	204	7	7	0.032423	882.642	10000	5788	882.642	1000	0	0.172771	X	16621813	16622739	926	FALSE
WBGene00015547	X:16613450-16617605	204	15	15	0.009804	514.573	10000	2287	514.573	1000	0	0.437254	X	16613450	16617605	4155	FALSE
WBGene00015548	X:16638277-16643061,X:16638277-16643560	204	30	30	0.004902	741.534	10000	5059	741.534	1000	0	0.197668	X	16638277	16643061	4784	FALSE
WBGene00077591	X:16652104-16654483	204	8	8	0.004902	655.587	10000	2987	655.587	1000	0	0.334784	X	16652104	16654483	2379	FALSE
WBGene00000585	IV:7036959-7039580	204	13	13	0.02451	723.599	10000	4058	723.599	1000	0	0.246427	IV	7036959	7039580	2621	FALSE
WBGene00006572	IV:7043934-7044604,IV:7044056-7044602	204	5	4	0.03303	599.191	10000	4586	599.191	1000	0	0.218055	IV	7043934	7044604	670	FALSE
WBGene00003695	IV:7050155-7053435,IV:7050101-7053435,IV:7050155-7053435,IV:7050101-7053435	204	16	16	0.004902	756.075	10000	6222	756.075	1000	0	0.16072	IV	7050155	7053435	3280	FALSE
WBGene00002228	IV:7040210-7043694	204	20	20	0.004902	465.01	10000	2167	465.01	1000	0	0.461467	IV	7040210	7043694	3484	FALSE
WBGene00015551	IV:7024210-7028146,IV:7026471-7028146	204	19	19	0.014706	545.914	10000	2919	545.914	1000	0	0.342583	IV	7024210	7028146	3936	FALSE
WBGene00015552	IV:7017625-7020202	204	11	11	0.034314	359.094	10000	1161	359.094	1000	0	0.861326	IV	7017625	7020202	2577	FALSE
WBGene00015553	IV:7012002-7016580,IV:7013194-7016580	204	18	18	0.004902	972.951	10000	10000	972.951	913	0	0.0913	IV	7012002	7016580	4578	FALSE
WBGene00015554	IV:7031290-7032559,IV:7031290-7031951	204	6	6	0.032777	490.361	10000	2183	490.361	1000	0	0.458085	IV	7031290	7032559	1269	FALSE
WBGene00015555	IV:7032698-7036859,IV:7032698-7036982	204	20	20	0.009804	366.522	10000	1433	366.522	1000	0	0.697837	IV	7032698	7036859	4161	FALSE
WBGene00015557	III:7987128-7990549	204	16	16	0.009804	494.883	10000	2194	494.883	1000	0	0.455789	III	7987128	7990549	3421	FALSE
WBGene00000542	III:7981073-7986337,III:7981073-7986337,III:7981073-7986314,III:7981168-7981604,III:7981168-7986337	204	43	43	0.004902	708.791	10000	4523	708.791	1000	0	0.221092	III	7981073	7986337	5264	FALSE
WBGene00015558	III:7977215-7977801,III:7977215-7979760	204	18	18	0.004902	476.043	10000	2323	476.043	1000	0	0.430478	III	7977215	7977801	586	FALSE
WBGene00015559	III:7990788-7996448	204	39	39	0.014706	587.493	10000	4080	587.493	1000	0	0.245098	III	7990788	7996448	5660	FALSE
WBGene00044446	III:8004396-8005835	204	5	5	0.004902	556.27	10000	2616	556.27	1000	0	0.382263	III	8004396	8005835	1439	FALSE
WBGene00007384	IV:10778985-10780711	204	7	7	0.032344	1155.26	10000	10000	1155.26	540	0	0.054	IV	10778985	10780711	1726	FALSE
WBGene00003876	IV:10790597-10794564	204	20	20	0.02451	1029.34	10000	10000	1029.34	853	0	0.0853	IV	10790597	10794564	3967	FALSE
WBGene00014669	IV:10799675-10802246,IV:10799653-10802246	204	7	6	0.034314	769.852	10000	5337	769.852	1000	0	0.187371	IV	10799675	10802246	2571	FALSE
WBGene00005085	IV:10785089-10786831	204	9	9	0.004902	983.12	10000	10000	983.12	893	0	0.0893	IV	10785089	10786831	1742	FALSE
WBGene00007385	V:11122760-11123867	204	3	3	0.032228	415.255	10000	1715	415.255	1000	0	0.58309	V	11122760	11123867	1107	FALSE
WBGene00007386	V:11125221-11127278	204	13	13	0.032126	1557.13	10000	10000	1557.13	60	0	0.006	V	11125221	11127278	2057	FALSE
WBGene00007387	V:11127496-11130085	204	24	24	0.019608	1298.09	10000	10000	1298.09	218	0	0.0218	V	11127496	11130085	2589	FALSE
WBGene00007388	V:11141497-11143063	204	4	4	0.039216	261.096	10000	1131	261.096	1000	0	0.884173	V	11141497	11143063	1566	FALSE
WBGene00007389	V:11138953-11140323,V:11134608-11140323	204	32	32	0.004902	747.516	10000	3303	747.516	1000	0	0.302755	V	11138953	11140323	1370	FALSE
WBGene00007390	V:11124302-11125058,V:11124723-11124858	204	3	3	0.031968	488.589	10000	2013	488.589	1000	0	0.496771	V	11124302	11125058	756	FALSE
WBGene00007391	V:11143058-11144435,V:11143058-11144758	204	14	13	0.02451	236.821	10000	1297	236.821	1000	0	0.77101	V	11143058	11144435	1377	FALSE
WBGene00007392	V:17895306-17896786,V:17895306-17896804	204	8	7	0.031797	203.908	10000	1550	203.908	1000	0	0.645161	V	17895306	17896786	1480	FALSE
WBGene00007393	V:17899827-17901913	204	8	8	0.014706	87.9877	10000	1005	87.9877	1000	0	0.995025	V	17899827	17901913	2086	FALSE
WBGene00007394	V:17879843-17888984,V:17879843-17887528	204	86	86	0.009804	947.41	10000	6945	947.41	1000	0	0.143988	V	17879843	17888984	9141	FALSE
WBGene00007395	V:17910318-17917244	204	97	97	0.009804	938.223	10000	8389	938.223	1000	0	0.119204	V	17910318	17917244	6926	FALSE
WBGene00044795	V:17919036-17921753,V:17920681-17921753	204	58	58	0.004902	495.293	10000	3040	495.293	1000	0	0.328947	V	17919036	17921753	2717	FALSE
WBGene00206364	X:4545706-4547835,X:4545702-4549948	204	23	22	0.031411	175.333	10000	1186	175.333	1000	0	0.84317	X	4545706	4547835	2129	FALSE
WBGene00001821	X:4554691-4559386,X:4554690-4558855,X:4557134-4558855	204	24	23	0.004902	316.961	10000	1748	316.961	1000	0	0.572082	X	4554691	4559386	4695	FALSE
WBGene00015560	X:4544875-4545418	204	4	4	0.034314	519.071	10000	1684	519.071	1000	0	0.593824	X	4544875	4545418	543	FALSE
WBGene00003628	X:4532690-4537534,X:4532851-4537534	204	23	23	0.004902	782.459	10000	4464	782.459	1000	0	0.224014	X	4532690	4537534	4844	FALSE
WBGene00003963	X:4524186-4526536,X:4524186-4526532,X:4524186-4526536,X:4524186-4526532,X:4524186-4526536,X:4524186-4526532	204	12	12	0.034314	804.062	10000	3676	804.062	1000	0	0.272035	X	4524186	4526536	2350	FALSE
WBGene00005008	X:4514098-4516894,X:4514098-4516894	204	12	12	0.034314	822.207	10000	5321	822.207	1000	0	0.187935	X	4514098	4516894	2796	FALSE
WBGene00015561	X:4517742-4521049,X:4517742-4521069,X:4517747-4521049,X:4517747-4521069,X:4517747-4518686	204	13	12	0.034314	576.962	10000	3050	576.962	1000	0	0.327869	X	4517742	4521049	3307	FALSE
WBGene00007396	X:10167095-10171668	204	18	17	0.04902	763.68	10000	5497	763.68	1000	0	0.181917	X	10167095	10171668	4573	FALSE
WBGene00007397	X:10172325-10174157	204	9	9	0.004902	1180.07	10000	10000	1180.07	682	0	0.0682	X	10172325	10174157	1832	FALSE
WBGene00007398	X:10174984-10175927	204	3	3	0.004902	457.559	10000	2264	457.559	1000	0	0.441696	X	10174984	10175927	943	FALSE
WBGene00007399	III:9723281-9725214	204	20	20	0.014706	568.257	10000	3276	568.257	1000	0	0.30525	III	9723281	9725214	1933	FALSE
WBGene00007406	III:9685169-9686726	204	10	10	0.004902	441.019	10000	2103	441.019	1000	0	0.475511	III	9685169	9686726	1557	FALSE
