snps	position	window	Td	swindow	ewindow	midwindow
1503	10765746	1503	-1.64486729030216	10765746	10773783	10769764.5
1504	10765756	1504	-1.65070586601642	10765756	10773895	10769825.5
1505	10765759	1505	-1.67481702128085	10765759	10773931	10769845
1506	10765805	1506	-1.64387016728923	10765805	10773962	10769883.5
1507	10765816	1507	-1.64678945514636	10765816	10774047	10769931.5
1508	10765852	1508	-1.7373114057779	10765852	10774358	10770105
1509	10765903	1509	-1.81660070560115	10765903	10774359	10770131
1510	10765927	1510	-1.81660070560115	10765927	10774606	10770266.5
1511	10765953	1511	-1.84071186086559	10765953	10774622	10770287.5
1512	10766073	1512	-1.79115604847606	10766073	10774923	10770498
1513	10766315	1513	-1.70033375958761	10766315	10775008	10770661.5
1514	10766562	1514	-1.60965563306247	10766562	10775009	10770785.5
1515	10766563	1515	-1.63441551896182	10766563	10775010	10770786.5
1516	10766594	1516	-1.58608508666047	10766594	10775048	10770821
1517	10766638	1517	-1.55757697931493	10766638	10775158	10770898
1518	10766639	1518	-1.56052029423261	10766639	10775252	10770945.5
1519	10766656	1519	-1.56052029423261	10766656	10775376	10771016
1520	10766700	1520	-1.50135365762208	10766700	10775470	10771085
1521	10766753	1521	-1.41118009936855	10766753	10775495	10771124
1522	10766772	1522	-1.41118009936855	10766772	10775724	10771248
1523	10766778	1523	-1.40970243514457	10766778	10775903	10771340.5
1524	10766815	1524	-1.40970243514457	10766815	10775920	10771367.5
1525	10766898	1525	-1.40101665275484	10766898	10775993	10771445.5
1526	10766900	1526	-1.31439909946308	10766900	10776127	10771513.5
1527	10766901	1527	-1.31734241438076	10766901	10776153	10771527
1528	10766902	1528	-1.31880806507446	10766902	10776178	10771540
1529	10766903	1529	-1.3509562720937	10766903	10776316	10771609.5
1530	10766917	1530	-1.3509562720937	10766917	10776355	10771636
1531	10766955	1531	-1.3509562720937	10766955	10776400	10771677.5
1532	10767000	1532	-1.37946437943925	10767000	10776477	10771738.5
1533	10767674	1533	-1.38240769435693	10767674	10776606	10772140
1534	10767724	1534	-1.37946437943925	10767724	10776633	10772178.5
1535	10767776	1535	-1.28968726768483	10767776	10776680	10772228
1536	10767923	1536	-1.28968726768483	10767923	10776756	10772339.5
1537	10767981	1537	-1.28968726768483	10767981	10776893	10772437
1538	10768024	1538	-1.28674395276715	10768024	10777159	10772591.5
1539	10768058	1539	-1.28380063784947	10768058	10777215	10772636.5
1540	10768084	1540	-1.22728899142999	10768084	10777374	10772729
1541	10768165	1541	-1.23993923881088	10768165	10777443	10772804
1542	10768244	1542	-1.23993923881088	10768244	10777511	10772877.5
1543	10768317	1543	-1.30084783731147	10768317	10777574	10772945.5
1544	10768344	1544	-1.30668641302572	10768344	10777656	10773000
1545	10768351	1545	-1.31108336510683	10768351	10777665	10773008
1546	10768404	1546	-1.30814005018915	10768404	10777722	10773063
1547	10768416	1547	-1.39627130829572	10768416	10777837	10773126.5
1548	10768475	1548	-1.42477941564126	10768475	10777839	10773157
1549	10768645	1549	-1.41609363325153	10768645	10777864	10773254.5
1550	10768673	1550	-1.41609363325153	10768673	10777941	10773307
1551	10768846	1551	-1.41609363325153	10768846	10777980	10773413
1552	10768942	1552	-1.41461596902755	10768942	10778106	10773524
1553	10769122	1553	-1.32426220781988	10769122	10778202	10773662
1554	10769215	1554	-1.32426220781988	10769215	10778237	10773726
1555	10769245	1555	-1.38222749140278	10769245	10778272	10773758.5
1556	10769278	1556	-1.38517080632046	10769278	10778321	10773799.5
1557	10769715	1557	-1.40845302799584	10769715	10778367	10774041
1558	10770155	1558	-1.34339976154994	10770155	10778392	10774273.5
1559	10770239	1559	-1.3694210681283	10770239	10778483	10774361
1560	10770261	1560	-1.36073528573857	10770261	10778507	10774384
1561	10770302	1561	-1.36367860065625	10770302	10778552	10774427
1562	10770427	1562	-1.36073528573857	10770427	10778680	10774553.5
1563	10770430	1563	-1.362188922902	10770430	10778717	10774573.5
1564	10770440	1564	-1.362188922902	10770440	10778892	10774666
1565	10770485	1565	-1.362188922902	10770485	10778899	10774692
1566	10770499	1566	-1.35924560798432	10770499	10779010	10774754.5
1567	10770551	1567	-1.35924560798432	10770551	10779036	10774793.5
1568	10770600	1568	-1.36069924514774	10770600	10779096	10774848
1569	10770621	1569	-1.39753272897473	10770621	10779108	10774864.5
1570	10770789	1570	-1.42604083632027	10770789	10779120	10774954.5
1571	10770937	1571	-1.42898415123795	10770937	10779147	10775042
1572	10770994	1572	-1.42604083632027	10770994	10779273	10775133.5
1573	10771288	1573	-1.42604083632027	10771288	10779359	10775323.5
1574	10771323	1574	-1.42309752140259	10771323	10779372	10775347.5
1575	10771486	1575	-1.41441173901286	10771486	10779602	10775544
1576	10771621	1576	-1.38346488502124	10771621	10779713	10775667
1577	10771625	1577	-1.36922885164388	10771625	10779714	10775669.5
1578	10771666	1578	-1.3662855367262	10771666	10779744	10775705
1579	10771743	1579	-1.3662855367262	10771743	10779839	10775791
1580	10771814	1580	-1.3662855367262	10771814	10779841	10775827.5
1581	10771816	1581	-1.27820233274073	10771816	10780101	10775958.5
1582	10771963	1582	-1.27099421457498	10771963	10780218	10776090.5
1583	10771974	1583	-1.26951655035101	10771974	10780283	10776128.5
1584	10771983	1584	-1.23268306652402	10771983	10780478	10776230.5
1585	10771987	1585	-1.23852164223828	10771987	10780798	10776392.5
1586	10771988	1586	-1.23852164223828	10771988	10780880	10776434
1587	10772041	1587	-1.1983003428734	10772041	10780921	10776481
1588	10772084	1588	-1.28006442993355	10772084	10780947	10776515.5
1589	10772157	1589	-1.28006442993355	10772157	10781001	10776579
1590	10772273	1590	-1.36182851699371	10772273	10781010	10776641.5
1591	10772521	1591	-1.30091991849312	10772521	10781175	10776848
1592	10772600	1592	-1.30091991849312	10772600	10781224	10776912
1593	10773156	1593	-1.29652296641202	10773156	10781249	10777202.5
1594	10773182	1594	-1.3548006017821	10773182	10781252	10777217
1595	10773183	1595	-1.37087470529173	10773183	10781279	10777231
1596	10773269	1596	-1.37336150605891	10773269	10781365	10777317
1597	10773312	1597	-1.37191988242576	10773312	10781392	10777352
1598	10773326	1598	-1.34612683292265	10773326	10781416	10777371
1599	10773565	1599	-1.37463494026819	10773565	10781478	10777521.5
1600	10773690	1600	-1.37608857743162	10773690	10781551	10777620.5
1601	10773767	1601	-1.31503581656772	10773767	10781629	10777698
1602	10773783	1602	-1.27593177551852	10773783	10781699	10777741
1603	10773895	1603	-1.35375542464807	10773895	10781838	10777866.5
1604	10773931	1604	-1.34227048970398	10773931	10781956	10777943.5
1605	10773962	1605	-1.34666744178508	10773962	10782189	10778075.5
1606	10774047	1606	-1.34078081194972	10774047	10782193	10778120
1607	10774358	1607	-1.28134987767311	10774358	10782385	10778371.5
1608	10774359	1608	-1.28134987767311	10774359	10782562	10778460.5
1609	10774606	1609	-1.2219189433965	10774606	10782608	10778607
1610	10774622	1610	-1.22631589547761	10774622	10782611	10778616.5
1611	10774923	1611	-1.23071284755872	10774923	10782709	10778816
1612	10775008	1612	-1.2178223295723	10775008	10782820	10778914
1613	10775009	1613	-1.30864461846075	10775009	10782994	10779001.5
1614	10775010	1614	-1.39932274498589	10775010	10783328	10779169
1615	10775048	1615	-1.30976187677644	10775048	10783504	10779276
1616	10775158	1616	-1.37914001412179	10775158	10783507	10779332.5
1617	10775252	1617	-1.3989623390776	10775252	10783523	10779387.5
1618	10775376	1618	-1.39748467485362	10775376	10783630	10779503
1619	10775470	1619	-1.39308772277251	10775470	10783712	10779591
1620	10775495	1620	-1.44356857699332	10775495	10783764	10779629.5
1621	10775724	1621	-1.52505635285712	10775724	10783942	10779833
1622	10775903	1622	-1.51637057046739	10775903	10784024	10779963.5
1623	10775920	1623	-1.51637057046739	10775920	10784084	10780002
1624	10775993	1624	-1.42680970225795	10775993	10784161	10780077
1625	10776127	1625	-1.42680970225795	10776127	10784234	10780180.5
1626	10776153	1626	-1.51637057046739	10776153	10784283	10780218
1627	10776178	1627	-1.51637057046739	10776178	10784297	10780237.5
1628	10776316	1628	-1.45693963619078	10776316	10784320	10780318
1629	10776355	1629	-1.45693963619078	10776355	10784344	10780349.5
1630	10776400	1630	-1.45254268410967	10776400	10784361	10780380.5
1631	10776477	1631	-1.45254268410967	10776477	10784386	10780431.5
1632	10776606	1632	-1.4342701045595	10776606	10784404	10780505
1633	10776633	1633	-1.41867654226093	10776633	10784427	10780530
1634	10776680	1634	-1.41867654226093	10776680	10784428	10780554
1635	10776756	1635	-1.50551033909766	10776756	10784964	10780860
1636	10776893	1636	-1.4996717633834	10776893	10785030	10780961.5
1637	10777159	1637	-1.48139918383323	10777159	10785264	10781211.5
1638	10777215	1638	-1.48139918383323	10777215	10785431	10781323
1639	10777374	1639	-1.48434249875091	10777374	10785454	10781414
1640	10777443	1640	-1.53656531486177	10777443	10785467	10781455
1641	10777511	1641	-1.53950862977945	10777511	10785468	10781489.5
1642	10777574	1642	-1.53950862977945	10777574	10785696	10781635
1643	10777656	1643	-1.53656531486177	10777656	10785834	10781745
1644	10777665	1644	-1.44678820310735	10777665	10785910	10781787.5
1645	10777722	1645	-1.44678820310735	10777722	10786212	10781967
1646	10777837	1646	-1.44973151802503	10777837	10786388	10782112.5
1647	10777839	1647	-1.45267483294271	10777839	10786396	10782117.5
1648	10777864	1648	-1.45267483294271	10777864	10786431	10782147.5
1649	10777941	1649	-1.46136061533244	10777941	10786438	10782189.5
1650	10777980	1650	-1.46136061533244	10777980	10786610	10782295
1651	10778106	1651	-1.46136061533244	10778106	10786618	10782362
1652	10778202	1652	-1.45699970384216	10778202	10787086	10782644
1653	10778237	1653	-1.54735346504984	10778237	10787184	10782710.5
1654	10778272	1654	-1.54735346504984	10778272	10787238	10782755
1655	10778321	1655	-1.45934234224603	10778321	10787266	10782793.5
1656	10778367	1656	-1.45786467802205	10778367	10787272	10782819.5
1657	10778392	1657	-1.43207162851894	10778392	10787334	10782863
1658	10778483	1658	-1.40734778321042	10778483	10787340	10782911.5
1659	10778507	1659	-1.40587011898644	10778507	10787508	10783007.5
1660	10778552	1660	-1.35451227705547	10778552	10787509	10783030.5
1661	10778680	1661	-1.26473516530106	10778680	10787536	10783108
1662	10778717	1662	-1.24040776649165	10778717	10787571	10783144
1663	10778892	1663	-1.21608036768225	10778892	10787572	10783232
1664	10778899	1664	-1.21608036768225	10778899	10787658	10783278.5
1665	10779010	1665	-1.12630325592783	10779010	10787740	10783375
1666	10779036	1666	-1.12630325592783	10779036	10787834	10783435
1667	10779096	1667	-1.03946945909109	10779096	10787924	10783510
1668	10779108	1668	-0.95263566225436	10779108	10787942	10783525
1669	10779120	1669	-0.937042099955787	10779120	10788185	10783652.5
1670	10779147	1670	-0.937042099955787	10779147	10788314	10783730.5
1671	10779273	1671	-0.935564435731809	10779273	10788452	10783862.5
1672	10779359	1672	-0.929821968259761	10779359	10788540	10783949.5
1673	10779372	1673	-0.937030086425511	10779372	10788571	10783971.5
1674	10779602	1674	-0.932705215526061	10779602	10788599	10784100.5
1675	10779713	1675	-0.914120284188702	10779713	10788632	10784172.5
1676	10779714	1676	-0.854112700458834	10779714	10788671	10784192.5
1677	10779744	1677	-0.841078020109102	10779744	10788760	10784252
1678	10779839	1678	-0.828427772728211	10779839	10788987	10784413
1679	10779841	1679	-0.82548445781053	10779841	10789389	10784615
1680	10780101	1680	-0.734530020089041	10780101	10789464	10784782.5
1681	10780218	1681	-0.798069581720127	10780218	10789553	10784885.5
1682	10780283	1682	-0.800916788395599	10780283	10789797	10785040
1683	10780478	1683	-0.79655587690532	10780478	10789798	10785138
1684	10780798	1684	-0.742567071843852	10780798	10790025	10785411.5
1685	10780880	1685	-0.738170119762745	10780880	10790126	10785503
1686	10780921	1686	-0.738170119762745	10780921	10790461	10785691
1687	10780947	1687	-0.772552843413372	10780947	10790661	10785804
1688	10781001	1688	-0.772552843413372	10781001	10790695	10785848
1689	10781010	1689	-0.771075179189394	10781010	10790719	10785864.5
1690	10781175	1690	-0.68151431097995	10781175	10790885	10786030
1691	10781224	1691	-0.740945245256559	10781224	10790941	10786082.5
1692	10781249	1692	-0.736548293175451	10781249	10791076	10786162.5
1693	10781252	1693	-0.740945245256559	10781252	10791140	10786196
1694	10781279	1694	-0.740945245256559	10781279	10791254	10786266.5
1695	10781365	1695	-0.746687712728606	10781365	10791420	10786392.5
1696	10781392	1696	-0.681754581585475	10781392	10791468	10786430
1697	10781416	1697	-0.626684558799145	10781416	10791577	10786496.5
1698	10781478	1698	-0.653955272526232	10781478	10791646	10786562
1699	10781551	1699	-0.653955272526232	10781551	10791749	10786650
1700	10781629	1700	-0.655420923219935	10781629	10791906	10786767.5
1701	10781699	1701	-0.729388229130806	10781699	10791939	10786819
1702	10781838	1702	-0.76849227018	10781838	10791968	10786903
1703	10781956	1703	-0.771435585097681	10781956	10792045	10787000.5
1704	10782189	1704	-0.778523567960669	10782189	10792063	10787126
1705	10782193	1705	-0.767038633016574	10782193	10792080	10787136.5
1706	10782385	1706	-0.772925262851936	10782385	10793440	10787912.5
1707	10782562	1707	-0.832356197128545	10782562	10793448	10788005
1708	10782608	1708	-0.823670414738816	10782608	10793511	10788059.5
1709	10782611	1709	-0.881635698321722	10782611	10793580	10788095.5
1710	10782709	1710	-0.880158034097744	10782709	10793591	10788150
1711	10782820	1711	-0.878680369873765	10782820	10793592	10788206
1712	10782994	1712	-0.969634807595253	10782994	10793600	10788297
1713	10783328	1713	-0.969634807595253	10783328	10793605	10788466.5
1714	10783504	1714	-0.969634807595253	10783504	10793609	10788556.5
1715	10783507	1715	-1.03443578990535	10783507	10793914	10788710.5
1716	10783523	1716	-0.953344460540658	10783523	10794087	10788805
1717	10783630	1717	-0.953344460540658	10783630	10794154	10788892
1718	10783712	1718	-0.954822124764637	10783712	10794245	10788978.5
1719	10783764	1719	-0.869441965091328	10783764	10794247	10789005.5
1720	10783942	1720	-0.8722891717668	10783942	10794354	10789148
1721	10784024	1721	-0.875136378442271	10784024	10794355	10789189.5
1722	10784084	1722	-0.883822160832	10784084	10794540	10789312
1723	10784161	1723	-0.883822160832	10784161	10794588	10789374.5
1724	10784234	1724	-0.970439714123762	10784234	10794627	10789430.5
1725	10784283	1725	-0.979125496513491	10784283	10794629	10789456
1726	10784297	1726	-0.979125496513491	10784297	10794672	10789484.5
1727	10784320	1727	-0.95436561061414	10784320	10794698	10789509
1728	10784344	1728	-1.01379654489075	10784344	10794728	10789536
1729	10784361	1729	-1.01231888066677	10784361	10794742	10789551.5
1730	10784386	1730	-1.01671583274788	10784386	10794758	10789572
1731	10784404	1731	-1.01231888066677	10784404	10794778	10789591
1732	10784427	1732	-1.02911379599297	10784427	10794895	10789661
1733	10784428	1733	-1.04176404337386	10784428	10794897	10789662.5
1734	10784964	1734	-1.04470735829154	10784964	10794908	10789936
1735	10785030	1735	-1.04470735829154	10785030	10794936	10789983
1736	10785264	1736	-1.04614898192469	10785264	10795151	10790207.5
1737	10785431	1737	-1.06442156147487	10785431	10795207	10790319
1738	10785454	1738	-1.02826083534335	10785454	10795322	10790388
1739	10785467	1739	-1.02826083534335	10785467	10795362	10790414.5
1740	10785468	1740	-1.03694661773308	10785468	10795532	10790500
1741	10785696	1741	-1.03694661773308	10785696	10795632	10790664
1742	10785834	1742	-0.946268491207947	10785834	10795634	10790734
1743	10785910	1743	-0.949211806125628	10785910	10795696	10790803
1744	10786212	1744	-1.03459196579894	10786212	10795716	10790964
1745	10786388	1745	-1.03459196579894	10786388	10795729	10791058.5
1746	10786396	1746	-1.03019501371783	10786396	10795744	10791070
1747	10786431	1747	-1.02579806163672	10786431	10795746	10791088.5
1748	10786438	1748	-1.02579806163672	10786438	10795863	10791150.5
1749	10786610	1749	-1.02579806163672	10786610	10795962	10791286
1750	10786618	1750	-1.02579806163672	10786618	10796181	10791399.5
1751	10787086	1751	-1.02579806163672	10787086	10796204	10791645
1752	10787184	1752	-1.03163663735098	10787184	10796279	10791731.5
1753	10787238	1753	-1.030158973127	10787238	10796408	10791823
1754	10787266	1754	-1.030158973127	10787266	10796433	10791849.5
1755	10787272	1755	-1.11963574662451	10787272	10796452	10791862
1756	10787334	1756	-1.11671645876738	10787334	10796490	10791912
1757	10787340	1757	-1.14104385757679	10787340	10796491	10791915.5
1758	10787508	1758	-1.22787765441352	10787508	10796510	10792009
1759	10787509	1759	-1.22641200371982	10787509	10796615	10792062
1760	10787536	1760	-1.28645562804052	10787536	10796639	10792087.5
1761	10787571	1761	-1.28527830207345	10787571	10796721	10792146
1762	10787572	1762	-1.30671044008628	10787572	10796732	10792152
1763	10787658	1763	-1.33398115381336	10787658	10796785	10792221.5
1764	10787740	1764	-1.33398115381336	10787740	10796821	10792280.5
1765	10787834	1765	-1.4208149506501	10787834	10797280	10792557
1766	10787924	1766	-1.42375826556778	10787924	10797479	10792701.5
1767	10787942	1767	-1.50344401189015	10787942	10797529	10792735.5
1768	10788185	1768	-1.59027780872688	10788185	10797555	10792870
1769	10788314	1769	-1.60439370680147	10788314	10797594	10792954
1770	10788452	1770	-1.59999675472037	10788452	10797595	10793023.5
1771	10788540	1771	-1.56237037789515	10788540	10797705	10793122.5
1772	10788571	1772	-1.51367953968551	10788571	10797784	10793177.5
1773	10788599	1773	-1.51367953968551	10788599	10797905	10793252
1774	10788632	1774	-1.51655077342153	10788632	10797921	10793276.5
1775	10788671	1775	-1.53798291143436	10788671	10798002	10793336.5
1776	10788760	1776	-1.55087342942078	10788760	10798010	10793385
1777	10788987	1777	-1.57814414314787	10788987	10798114	10793550.5
1778	10789389	1778	-1.59373770544644	10789389	10798400	10793894.5
1779	10789464	1779	-1.59373770544644	10789464	10798467	10793965.5
1780	10789553	1780	-1.68174882825025	10789553	10798498	10794025.5
1781	10789797	1781	-1.70482681991092	10789797	10798526	10794161.5
1782	10789798	1782	-1.70197961323545	10789798	10798587	10794192.5
1783	10790025	1783	-1.70781818894971	10790025	10798591	10794308
1784	10790126	1784	-1.79716281361418	10790126	10798612	10794369
1785	10790461	1785	-1.79861645077761	10790461	10798722	10794591.5
1786	10790661	1786	-1.79567313585993	10790661	10798874	10794767.5
1787	10790695	1787	-1.7105572738527	10790695	10798882	10794788.5
1788	10790719	1788	-1.7105572738527	10790719	10798973	10794846
1789	10790885	1789	-1.71203493807667	10790885	10799162	10795023.5
1790	10790941	1790	-1.80159580628612	10790941	10799177	10795059
1791	10791076	1791	-1.79580528469297	10791076	10799219	10795147.5
1792	10791140	1792	-1.80020223677407	10791140	10799380	10795260
1793	10791254	1793	-1.79580528469297	10791254	10799506	10795380
1794	10791420	1794	-1.79140833261186	10791420	10799510	10795465
1795	10791468	1795	-1.79140833261186	10791468	10799786	10795627
1796	10791577	1796	-1.86409019078317	10791577	10799883	10795730
1797	10791646	1797	-1.92352112505978	10791646	10799906	10795776
1798	10791749	1798	-1.92352112505978	10791749	10799976	10795862.5
1799	10791906	1799	-1.91912417297867	10791906	10800419	10796162.5
1800	10791939	1800	-1.92060183720265	10791939	10800432	10796185.5
1801	10791968	1801	-1.93619539950122	10791968	10800612	10796290
1802	10792045	1802	-1.93619539950122	10792045	10800624	10796334.5
1803	10792063	1803	-1.93619539950122	10792063	10800628	10796345.5
1804	10792080	1804	-1.94059235158233	10792080	10800658	10796369
1805	10793440	1805	-1.94768033444532	10793440	10800806	10797123
1806	10793448	1806	-1.97278861272268	10793448	10801154	10797301
1807	10793511	1807	-1.97426627694666	10793511	10801210	10797360.5
1808	10793580	1808	-1.98295205933639	10793580	10801449	10797514.5
1809	10793591	1809	-1.9513805017704	10793591	10801463	10797527
1810	10793592	1810	-1.86268460774085	10793592	10801522	10797557
1811	10793600	1811	-1.78609835222976	10793600	10801577	10797588.5
1812	10793605	1812	-1.78315503731207	10793605	10801794	10797699.5
1813	10793609	1813	-1.77875808523097	10793609	10801886	10797747.5
1814	10793914	1814	-1.77875808523097	10793914	10802024	10797969
1815	10794087	1815	-1.79912101904921	10794087	10802055	10798071
1816	10794154	1816	-1.86287682422527	10794154	10802351	10798252.5
1817	10794245	1817	-1.87008494239102	10794245	10802448	10798346.5
1818	10794247	1818	-1.87008494239102	10794247	10802567	10798407
1819	10794354	1819	-1.95838438992146	10794354	10802670	10798512
1820	10794355	1820	-1.95553718324599	10794355	10802671	10798513
1821	10794540	1821	-1.95697880687913	10794540	10802693	10798616.5
1822	10794588	1822	-1.94829302448941	10794588	10802774	10798681
1823	10794627	1823	-1.9468273737957	10794627	10802833	10798730
1824	10794629	1824	-1.94977068871339	10794629	10802855	10798742
1825	10794672	1825	-1.94108490632366	10794672	10803082	10798877
1826	10794698	1826	-1.88280727095357	10794698	10803098	10798898
1827	10794728	1827	-1.90462384193524	10794728	10803099	10798913.5
1828	10794742	1828	-1.81726144976635	10794742	10803281	10799011.5
1829	10794758	1829	-1.81290053827607	10794758	10803389	10799073.5
1830	10794778	1830	-1.81290053827607	10794778	10803416	10799097
1831	10794895	1831	-1.81729749035718	10794895	10803632	10799263.5
1832	10794897	1832	-1.81877515458116	10794897	10803780	10799338.5
1833	10794908	1833	-1.82171846949884	10794908	10803831	10799369.5
1834	10794936	1834	-1.81587989378458	10794936	10803937	10799436.5
1835	10795151	1835	-1.81155502288513	10795151	10803995	10799573
1836	10795207	1836	-1.81300866004856	10795207	10804084	10799645.5
1837	10795322	1837	-1.81300866004856	10795322	10804187	10799754.5
1838	10795362	1838	-1.83924621017189	10795362	10804197	10799779.5
1839	10795532	1839	-1.82365264787331	10795532	10804246	10799889
1840	10795632	1840	-1.82070933295563	10795632	10804279	10799955.5
1841	10795634	1841	-1.76243169758554	10795634	10804289	10799961.5
1842	10795696	1842	-1.84584163829355	10795696	10804499	10800097.5
1843	10795716	1843	-1.84584163829355	10795716	10804520	10800118
1844	10795729	1844	-1.85023859037465	10795729	10804650	10800189.5
1845	10795744	1845	-1.8444000146604	10795744	10804722	10800233
1846	10795746	1846	-1.84295839102725	10795746	10804771	10800258.5
1847	10795863	1847	-1.75718178485482	10795863	10804918	10800390.5
1848	10795962	1848	-1.66599909005808	10795962	10804923	10800442.5
1849	10796181	1849	-1.66016051434383	10796181	10804948	10800564.5
1850	10796204	1850	-1.66016051434383	10796204	10805022	10800613
1851	10796279	1851	-1.56897781954709	10796279	10805081	10800680
1852	10796408	1852	-1.47779512475035	10796408	10805082	10800745
1853	10796433	1853	-1.38809009417759	10796433	10805129	10800781
1854	10796452	1854	-1.38514677925991	10796452	10805241	10800846.5
1855	10796490	1855	-1.38662444348389	10796490	10805275	10800882.5
1856	10796491	1856	-1.38662444348389	10796491	10805383	10800937
1857	10796510	1857	-1.38809009417759	10796510	10805418	10800964
1858	10796615	1858	-1.33012481059469	10796615	10805559	10801087
1859	10796639	1859	-1.33306812551237	10796639	10805583	10801111
1860	10796721	1860	-1.33306812551237	10796721	10805788	10801254.5
1861	10796732	1861	-1.42402256323386	10796732	10805796	10801264
1862	10796785	1862	-1.42402256323386	10796785	10805848	10801316.5
1863	10796821	1863	-1.41533678084413	10796821	10805882	10801351.5
1864	10797280	1864	-1.35796016024476	10797280	10806050	10801665
1865	10797479	1865	-1.36090347516244	10797479	10806200	10801839.5
1866	10797529	1866	-1.35942581093846	10797529	10806383	10801956
1867	10797555	1867	-1.36951717637051	10797555	10806391	10801973
1868	10797594	1868	-1.34395238394265	10797594	10806471	10802032.5
1869	10797595	1869	-1.34395238394265	10797595	10806495	10802045
1870	10797705	1870	-1.34834933602376	10797705	10806496	10802100.5
1871	10797784	1871	-1.38745337707295	10797784	10806794	10802289
1872	10797905	1872	-1.44043304559121	10797905	10806852	10802378.5
1873	10797921	1873	-1.44191070981519	10797921	10806889	10802405
1874	10798002	1874	-1.44482999767232	10798002	10806908	10802455
1875	10798010	1875	-1.41972171939496	10798010	10806915	10802462.5
1876	10798114	1876	-1.4905174533129	10798114	10807066	10802590
1877	10798400	1877	-1.48757413839522	10798400	10807161	10802780.5
1878	10798467	1878	-1.48757413839522	10798467	10807393	10802930
1879	10798498	1879	-1.4905174533129	10798498	10807531	10803014.5
1880	10798526	1880	-1.4919831040066	10798526	10807567	10803046.5
1881	10798587	1881	-1.48908784321003	10798587	10807758	10803172.5
1882	10798591	1882	-1.49337667351865	10798591	10807964	10803277.5
1883	10798612	1883	-1.48753809780439	10798612	10808060	10803336
1884	10798722	1884	-1.48607244711069	10798722	10808128	10803425
1885	10798874	1885	-1.48317718631411	10798874	10808183	10803528.5
1886	10798882	1886	-1.48172354915069	10798882	10808311	10803596.5
1887	10798973	1887	-1.56828103479107	10798973	10808312	10803642.5
1888	10799162	1888	-1.56533771987339	10799162	10808316	10803739
1889	10799177	1889	-1.56533771987339	10799177	10808354	10803765.5
1890	10799219	1890	-1.56533771987339	10799219	10808447	10803833
1891	10799380	1891	-1.56966259077284	10799380	10808481	10803930.5
1892	10799506	1892	-1.56671927585515	10799506	10808580	10804043
1893	10799510	1893	-1.56963856371228	10799510	10808656	10804083
1894	10799786	1894	-1.57403551579339	10799786	10808677	10804231.5
1895	10799883	1895	-1.57697883071107	10799883	10808686	10804284.5
1896	10799906	1896	-1.59085445818014	10799906	10808761	10804333.5
1897	10799976	1897	-1.50125754937987	10799976	10808834	10804405
1898	10800419	1898	-1.50125754937987	10800419	10808838	10804628.5
1899	10800432	1899	-1.50565450146098	10800432	10808990	10804711
1900	10800612	1900	-1.504176837237	10800612	10809319	10804965.5
1901	10800624	1901	-1.47941695133765	10800624	10809340	10804982
1902	10800628	1902	-1.47941695133765	10800628	10809379	10805003.5
1903	10800658	1903	-1.46382338903907	10800658	10809448	10805053
1904	10800806	1904	-1.46382338903907	10800806	10809588	10805197
1905	10801154	1905	-1.4652770262025	10801154	10809727	10805440.5
1906	10801210	1906	-1.47111560191676	10801210	10810124	10805667
1907	10801449	1907	-1.47111560191676	10801449	10810699	10806074
1908	10801463	1908	-1.43543541699629	10801463	10810711	10806087
1909	10801522	1909	-1.46995028947996	10801522	10810892	10806207
1910	10801577	1910	-1.5210198066843	10801577	10811060	10806318.5
1911	10801794	1911	-1.59468677433826	10801794	10811129	10806461.5
1912	10801886	1912	-1.59323313717484	10801886	10811130	10806508
1913	10802024	1913	-1.59179151354169	10802024	10811160	10806592
1914	10802055	1914	-1.59031384931771	10802055	10811161	10806608
1915	10802351	1915	-1.59471080139882	10802351	10811435	10806893
1916	10802448	1916	-1.5426681882421	10802448	10811474	10806961
1917	10802567	1917	-1.54414585246608	10802567	10811498	10807032.5
1918	10802670	1918	-1.5258732729159	10802670	10811607	10807138.5
1919	10802671	1919	-1.5258732729159	10802671	10811774	10807222.5
1920	10802693	1920	-1.47718243470626	10802693	10811848	10807270.5
1921	10802774	1921	-1.48157938678737	10802774	10811998	10807386
1922	10802833	1922	-1.41396723839264	10802833	10812010	10807421.5
1923	10802855	1923	-1.3859636993187	10802855	10812224	10807539.5
1924	10803082	1924	-1.29579014106516	10803082	10812416	10807749
1925	10803098	1925	-1.30299825923091	10803098	10812518	10807808
1926	10803099	1926	-1.361275894601	10803099	10812633	10807866
1927	10803281	1927	-1.36421920951868	10803281	10812725	10808003
1928	10803389	1928	-1.44437348352182	10803389	10812735	10808062
1929	10803416	1929	-1.4487343950121	10803416	10812836	10808126
1930	10803632	1930	-1.4487343950121	10803632	10812884	10808258
1931	10803780	1931	-1.44004861262237	10803780	10813035	10808407.5
1932	10803831	1932	-1.44004861262237	10803831	10813268	10808549.5
1933	10803937	1933	-1.43421003690812	10803937	10813568	10808752.5
1934	10803995	1934	-1.40321512879539	10803995	10813701	10808848
1935	10804084	1935	-1.41048331461252	10804084	10813978	10809031
1936	10804187	1936	-1.4134266295302	10804187	10814739	10809463
1937	10804197	1937	-1.41194896530623	10804197	10815345	10809771
1938	10804246	1938	-1.42481545623209	10804246	10815378	10809812
1939	10804279	1939	-1.37780651226112	10804279	10815799	10810039
